participants,pitch,condition,instrument,response
12,233.081880759045,congr.,clarinet,2
12,293.664767917408,LRSE,clarinet,3
12,293.664767917408,MRSE,clarinet,5
12,293.664767917408,HRSE,clarinet,3
12,293.664767917408,congr.,clarinet,5
12,369.994422711635,LRSE,clarinet,5
12,369.994422711635,MRSE,clarinet,5
12,369.994422711635,HRSE,clarinet,2
12,369.994422711635,congr.,clarinet,5
12,466.163761518091,LRSE,clarinet,4
12,466.163761518091,MRSE,clarinet,5
12,466.163761518091,HRSE,clarinet,4
12,466.163761518091,congr.,clarinet,4
12,587.329535834816,LRSE,clarinet,5
12,587.329535834816,MRSE,clarinet,6
12,587.329535834816,HRSE,clarinet,4
12,587.329535834816,congr.,clarinet,6
12,739.98884542327,LRSE,clarinet,5
12,739.98884542327,MRSE,clarinet,6
12,739.98884542327,HRSE,clarinet,5
12,739.98884542327,congr.,clarinet,6
12,932.327523036181,LRSE,clarinet,5
12,932.327523036181,MRSE,clarinet,5
12,932.327523036181,HRSE,clarinet,6
12,932.327523036181,congr.,clarinet,4
12,1174.65907166963,LRSE,clarinet,5
12,1174.65907166963,MRSE,clarinet,5
12,1174.65907166963,HRSE,clarinet,5
12,1174.65907166963,congr.,clarinet,6
12,1479.97769084654,LRSE,clarinet,4
12,1479.97769084654,MRSE,clarinet,4
12,1479.97769084654,HRSE,clarinet,4
12,1479.97769084654,congr.,clarinet,2
12,1864.65504607236,LRSE,clarinet,1
12,1864.65504607236,MRSE,clarinet,5
12,1864.65504607236,HRSE,clarinet,5
12,1864.65504607236,congr.,clarinet,NaN
12,2349.31814333926,LRSE,clarinet,2
12,2349.31814333926,MRSE,clarinet,4
12,2349.31814333926,HRSE,clarinet,4
12,2349.31814333926,congr.,clarinet,NaN
12,2959.95538169308,LRSE,clarinet,2
12,2959.95538169308,MRSE,clarinet,1
12,2959.95538169308,HRSE,clarinet,3
12,2959.95538169308,congr.,clarinet,NaN
13,46.2493028389544,LRSE,clarinet,2.25
13,46.2493028389544,MRSE,clarinet,1
13,46.2493028389544,HRSE,clarinet,2.25
13,46.2493028389544,congr.,clarinet,NaN
13,58.2704701897613,LRSE,clarinet,3.5
13,58.2704701897613,MRSE,clarinet,3.5
13,58.2704701897613,HRSE,clarinet,1
13,58.2704701897613,congr.,clarinet,NaN
13,73.416191979352,LRSE,clarinet,3.5
13,73.416191979352,MRSE,clarinet,1
13,73.416191979352,HRSE,clarinet,2.25
13,73.416191979352,congr.,clarinet,NaN
13,92.4986056779087,LRSE,clarinet,2.25
13,92.4986056779087,MRSE,clarinet,3.5
13,92.4986056779087,HRSE,clarinet,2.25
13,92.4986056779087,congr.,clarinet,NaN
13,116.540940379523,LRSE,clarinet,3.5
13,116.540940379523,MRSE,clarinet,4.75
13,116.540940379523,HRSE,clarinet,1
13,116.540940379523,congr.,clarinet,NaN
13,146.832383958704,LRSE,clarinet,3.5
13,146.832383958704,MRSE,clarinet,3.5
13,146.832383958704,HRSE,clarinet,2.25
13,146.832383958704,congr.,clarinet,3.5
13,184.997211355817,LRSE,clarinet,2.25
13,184.997211355817,MRSE,clarinet,4.75
13,184.997211355817,HRSE,clarinet,2.25
13,184.997211355817,congr.,clarinet,4.75
13,233.081880759045,LRSE,clarinet,3.5
13,233.081880759045,MRSE,clarinet,2.25
13,233.081880759045,HRSE,clarinet,3.5
13,233.081880759045,congr.,clarinet,4.75
13,293.664767917408,LRSE,clarinet,3.5
13,293.664767917408,MRSE,clarinet,4.75
13,293.664767917408,HRSE,clarinet,2.25
13,293.664767917408,congr.,clarinet,3.5
13,369.994422711635,LRSE,clarinet,4.75
13,369.994422711635,MRSE,clarinet,6
13,369.994422711635,HRSE,clarinet,2.25
13,369.994422711635,congr.,clarinet,6
13,466.163761518091,LRSE,clarinet,4.75
13,466.163761518091,MRSE,clarinet,4.75
13,466.163761518091,HRSE,clarinet,1
13,466.163761518091,congr.,clarinet,4.75
13,587.329535834816,LRSE,clarinet,3.5
13,587.329535834816,MRSE,clarinet,4.75
13,587.329535834816,HRSE,clarinet,3.5
13,587.329535834816,congr.,clarinet,3.5
13,739.98884542327,LRSE,clarinet,2.25
13,739.98884542327,MRSE,clarinet,2.25
13,739.98884542327,HRSE,clarinet,4.75
13,739.98884542327,congr.,clarinet,3.5
13,932.327523036181,LRSE,clarinet,3.5
13,932.327523036181,MRSE,clarinet,2.25
13,932.327523036181,HRSE,clarinet,1
13,932.327523036181,congr.,clarinet,2.25
13,1174.65907166963,LRSE,clarinet,2.25
13,1174.65907166963,MRSE,clarinet,2.25
13,1174.65907166963,HRSE,clarinet,1
13,1174.65907166963,congr.,clarinet,2.25
13,1479.97769084654,LRSE,clarinet,3.5
13,1479.97769084654,MRSE,clarinet,2.25
13,1479.97769084654,HRSE,clarinet,2.25
13,1479.97769084654,congr.,clarinet,1
13,1864.65504607236,LRSE,clarinet,1
13,1864.65504607236,MRSE,clarinet,1
13,1864.65504607236,HRSE,clarinet,3.5
13,1864.65504607236,congr.,clarinet,NaN
13,2349.31814333926,LRSE,clarinet,3.5
13,2349.31814333926,MRSE,clarinet,2.25
13,2349.31814333926,HRSE,clarinet,1
13,2349.31814333926,congr.,clarinet,NaN
13,2959.95538169308,LRSE,clarinet,1
13,2959.95538169308,MRSE,clarinet,1
13,2959.95538169308,HRSE,clarinet,1
13,2959.95538169308,congr.,clarinet,NaN
14,46.2493028389544,LRSE,clarinet,3.5
14,46.2493028389544,MRSE,clarinet,3.5
14,46.2493028389544,HRSE,clarinet,1
14,46.2493028389544,congr.,clarinet,NaN
14,58.2704701897613,LRSE,clarinet,3.5
14,58.2704701897613,MRSE,clarinet,1
14,58.2704701897613,HRSE,clarinet,3.5
14,58.2704701897613,congr.,clarinet,NaN
14,73.416191979352,LRSE,clarinet,1
14,73.416191979352,MRSE,clarinet,1
14,73.416191979352,HRSE,clarinet,1
14,73.416191979352,congr.,clarinet,NaN
14,92.4986056779087,LRSE,clarinet,3.5
14,92.4986056779087,MRSE,clarinet,2.25
14,92.4986056779087,HRSE,clarinet,1
14,92.4986056779087,congr.,clarinet,NaN
14,116.540940379523,LRSE,clarinet,1
14,116.540940379523,MRSE,clarinet,1
14,116.540940379523,HRSE,clarinet,1
14,116.540940379523,congr.,clarinet,NaN
14,146.832383958704,LRSE,clarinet,1
14,146.832383958704,MRSE,clarinet,1
14,146.832383958704,HRSE,clarinet,2.25
14,146.832383958704,congr.,clarinet,4.75
14,184.997211355817,LRSE,clarinet,1
14,184.997211355817,MRSE,clarinet,4.75
14,184.997211355817,HRSE,clarinet,1
14,184.997211355817,congr.,clarinet,4.75
14,233.081880759045,LRSE,clarinet,1
14,233.081880759045,MRSE,clarinet,1
14,233.081880759045,HRSE,clarinet,2.25
14,233.081880759045,congr.,clarinet,2.25
14,293.664767917408,LRSE,clarinet,2.25
14,293.664767917408,MRSE,clarinet,3.5
14,293.664767917408,HRSE,clarinet,1
14,293.664767917408,congr.,clarinet,1
14,369.994422711635,LRSE,clarinet,1
14,369.994422711635,MRSE,clarinet,1
14,369.994422711635,HRSE,clarinet,2.25
14,369.994422711635,congr.,clarinet,1
14,466.163761518091,LRSE,clarinet,3.5
14,466.163761518091,MRSE,clarinet,1
14,466.163761518091,HRSE,clarinet,1
14,466.163761518091,congr.,clarinet,1
14,587.329535834816,LRSE,clarinet,1
14,587.329535834816,MRSE,clarinet,1
14,587.329535834816,HRSE,clarinet,1
14,587.329535834816,congr.,clarinet,1
14,739.98884542327,LRSE,clarinet,2.25
14,739.98884542327,MRSE,clarinet,2.25
14,739.98884542327,HRSE,clarinet,2.25
14,739.98884542327,congr.,clarinet,1
14,932.327523036181,LRSE,clarinet,2.25
14,932.327523036181,MRSE,clarinet,2.25
14,932.327523036181,HRSE,clarinet,1
14,932.327523036181,congr.,clarinet,2.25
14,1174.65907166963,LRSE,clarinet,1
14,1174.65907166963,MRSE,clarinet,3.5
14,1174.65907166963,HRSE,clarinet,1
14,1174.65907166963,congr.,clarinet,1
14,1479.97769084654,LRSE,clarinet,1
14,1479.97769084654,MRSE,clarinet,2.25
14,1479.97769084654,HRSE,clarinet,1
14,1479.97769084654,congr.,clarinet,1
14,1864.65504607236,LRSE,clarinet,1
14,1864.65504607236,MRSE,clarinet,1
14,1864.65504607236,HRSE,clarinet,1
14,1864.65504607236,congr.,clarinet,NaN
14,2349.31814333926,LRSE,clarinet,1
14,2349.31814333926,MRSE,clarinet,1
14,2349.31814333926,HRSE,clarinet,2.25
14,2349.31814333926,congr.,clarinet,NaN
14,2959.95538169308,LRSE,clarinet,1
14,2959.95538169308,MRSE,clarinet,1
14,2959.95538169308,HRSE,clarinet,1
14,2959.95538169308,congr.,clarinet,NaN
15,46.2493028389544,LRSE,clarinet,5
15,46.2493028389544,MRSE,clarinet,3
15,46.2493028389544,HRSE,clarinet,3
15,46.2493028389544,congr.,clarinet,NaN
15,58.2704701897613,LRSE,clarinet,4
15,58.2704701897613,MRSE,clarinet,4
15,58.2704701897613,HRSE,clarinet,1
15,58.2704701897613,congr.,clarinet,NaN
15,73.416191979352,LRSE,clarinet,5
15,73.416191979352,MRSE,clarinet,4
15,73.416191979352,HRSE,clarinet,3
15,73.416191979352,congr.,clarinet,NaN
15,92.4986056779087,LRSE,clarinet,6
15,92.4986056779087,MRSE,clarinet,4
15,92.4986056779087,HRSE,clarinet,4
15,92.4986056779087,congr.,clarinet,NaN
15,116.540940379523,LRSE,clarinet,4
15,116.540940379523,MRSE,clarinet,4
15,116.540940379523,HRSE,clarinet,3
15,116.540940379523,congr.,clarinet,NaN
15,146.832383958704,LRSE,clarinet,5
15,146.832383958704,MRSE,clarinet,5
15,146.832383958704,HRSE,clarinet,4
15,146.832383958704,congr.,clarinet,5
15,184.997211355817,LRSE,clarinet,4
15,184.997211355817,MRSE,clarinet,5
15,184.997211355817,HRSE,clarinet,4
15,184.997211355817,congr.,clarinet,5
15,233.081880759045,LRSE,clarinet,4
15,233.081880759045,MRSE,clarinet,3
15,233.081880759045,HRSE,clarinet,3
15,233.081880759045,congr.,clarinet,4
15,293.664767917408,LRSE,clarinet,2
15,293.664767917408,MRSE,clarinet,3
15,293.664767917408,HRSE,clarinet,3
15,293.664767917408,congr.,clarinet,5
15,369.994422711635,LRSE,clarinet,3
15,369.994422711635,MRSE,clarinet,4
15,369.994422711635,HRSE,clarinet,2
15,369.994422711635,congr.,clarinet,4
15,466.163761518091,LRSE,clarinet,3
15,466.163761518091,MRSE,clarinet,4
15,466.163761518091,HRSE,clarinet,2
15,466.163761518091,congr.,clarinet,5
15,587.329535834816,LRSE,clarinet,4
15,587.329535834816,MRSE,clarinet,3
15,587.329535834816,HRSE,clarinet,3
15,587.329535834816,congr.,clarinet,5
15,739.98884542327,LRSE,clarinet,3
15,739.98884542327,MRSE,clarinet,3
15,739.98884542327,HRSE,clarinet,4
15,739.98884542327,congr.,clarinet,4
15,932.327523036181,LRSE,clarinet,2
15,932.327523036181,MRSE,clarinet,4
15,932.327523036181,HRSE,clarinet,2
15,932.327523036181,congr.,clarinet,3
15,1174.65907166963,LRSE,clarinet,2
15,1174.65907166963,MRSE,clarinet,3
15,1174.65907166963,HRSE,clarinet,2
15,1174.65907166963,congr.,clarinet,1
15,1479.97769084654,LRSE,clarinet,2
15,1479.97769084654,MRSE,clarinet,1
15,1479.97769084654,HRSE,clarinet,2
15,1479.97769084654,congr.,clarinet,1
15,1864.65504607236,LRSE,clarinet,1
15,1864.65504607236,MRSE,clarinet,3
15,1864.65504607236,HRSE,clarinet,2
15,1864.65504607236,congr.,clarinet,NaN
15,2349.31814333926,LRSE,clarinet,1
15,2349.31814333926,MRSE,clarinet,2
15,2349.31814333926,HRSE,clarinet,1
15,2349.31814333926,congr.,clarinet,NaN
15,2959.95538169308,LRSE,clarinet,1
15,2959.95538169308,MRSE,clarinet,1
15,2959.95538169308,HRSE,clarinet,1
15,2959.95538169308,congr.,clarinet,NaN
16,46.2493028389544,LRSE,clarinet,6
16,46.2493028389544,MRSE,clarinet,3
16,46.2493028389544,HRSE,clarinet,1
16,46.2493028389544,congr.,clarinet,NaN
16,58.2704701897613,LRSE,clarinet,6
16,58.2704701897613,MRSE,clarinet,3
16,58.2704701897613,HRSE,clarinet,3
16,58.2704701897613,congr.,clarinet,NaN
16,73.416191979352,LRSE,clarinet,5
16,73.416191979352,MRSE,clarinet,3
16,73.416191979352,HRSE,clarinet,2
16,73.416191979352,congr.,clarinet,NaN
16,92.4986056779087,LRSE,clarinet,3
16,92.4986056779087,MRSE,clarinet,5
16,92.4986056779087,HRSE,clarinet,3
16,92.4986056779087,congr.,clarinet,NaN
16,116.540940379523,LRSE,clarinet,5
16,116.540940379523,MRSE,clarinet,4
16,116.540940379523,HRSE,clarinet,3
16,116.540940379523,congr.,clarinet,NaN
16,146.832383958704,LRSE,clarinet,6
16,146.832383958704,MRSE,clarinet,5
16,146.832383958704,HRSE,clarinet,5
16,146.832383958704,congr.,clarinet,5
16,184.997211355817,LRSE,clarinet,4
16,184.997211355817,MRSE,clarinet,3
16,184.997211355817,HRSE,clarinet,3
16,184.997211355817,congr.,clarinet,5
16,233.081880759045,LRSE,clarinet,6
16,233.081880759045,MRSE,clarinet,2
16,233.081880759045,HRSE,clarinet,3
16,233.081880759045,congr.,clarinet,5
16,293.664767917408,LRSE,clarinet,3
16,293.664767917408,MRSE,clarinet,4
16,293.664767917408,HRSE,clarinet,5
16,293.664767917408,congr.,clarinet,5
16,369.994422711635,LRSE,clarinet,4
16,369.994422711635,MRSE,clarinet,5
16,369.994422711635,HRSE,clarinet,3
16,369.994422711635,congr.,clarinet,5
16,466.163761518091,LRSE,clarinet,5
16,466.163761518091,MRSE,clarinet,6
16,466.163761518091,HRSE,clarinet,5
16,466.163761518091,congr.,clarinet,5
16,587.329535834816,LRSE,clarinet,5
16,587.329535834816,MRSE,clarinet,3
16,587.329535834816,HRSE,clarinet,5
16,587.329535834816,congr.,clarinet,5
16,739.98884542327,LRSE,clarinet,5
16,739.98884542327,MRSE,clarinet,4
16,739.98884542327,HRSE,clarinet,5
16,739.98884542327,congr.,clarinet,4
16,932.327523036181,LRSE,clarinet,3
16,932.327523036181,MRSE,clarinet,4
16,932.327523036181,HRSE,clarinet,4
16,932.327523036181,congr.,clarinet,3
16,1174.65907166963,LRSE,clarinet,4
16,1174.65907166963,MRSE,clarinet,4
16,1174.65907166963,HRSE,clarinet,3
16,1174.65907166963,congr.,clarinet,5
16,1479.97769084654,LRSE,clarinet,4
16,1479.97769084654,MRSE,clarinet,4
16,1479.97769084654,HRSE,clarinet,3
16,1479.97769084654,congr.,clarinet,5
16,1864.65504607236,LRSE,clarinet,2
16,1864.65504607236,MRSE,clarinet,3
16,1864.65504607236,HRSE,clarinet,4
16,1864.65504607236,congr.,clarinet,NaN
16,2349.31814333926,LRSE,clarinet,1
16,2349.31814333926,MRSE,clarinet,2
16,2349.31814333926,HRSE,clarinet,2
16,2349.31814333926,congr.,clarinet,NaN
16,2959.95538169308,LRSE,clarinet,3
16,2959.95538169308,MRSE,clarinet,2
16,2959.95538169308,HRSE,clarinet,1
16,2959.95538169308,congr.,clarinet,NaN
17,46.2493028389544,LRSE,clarinet,1
17,46.2493028389544,MRSE,clarinet,1
17,46.2493028389544,HRSE,clarinet,1
17,46.2493028389544,congr.,clarinet,NaN
17,58.2704701897613,LRSE,clarinet,4
17,58.2704701897613,MRSE,clarinet,3
17,58.2704701897613,HRSE,clarinet,1
17,58.2704701897613,congr.,clarinet,NaN
17,73.416191979352,LRSE,clarinet,3
17,73.416191979352,MRSE,clarinet,1
17,73.416191979352,HRSE,clarinet,1
17,73.416191979352,congr.,clarinet,NaN
17,92.4986056779087,LRSE,clarinet,4
17,92.4986056779087,MRSE,clarinet,4
17,92.4986056779087,HRSE,clarinet,1
17,92.4986056779087,congr.,clarinet,NaN
17,116.540940379523,LRSE,clarinet,4
17,116.540940379523,MRSE,clarinet,1
17,116.540940379523,HRSE,clarinet,1
17,116.540940379523,congr.,clarinet,NaN
17,146.832383958704,LRSE,clarinet,2
17,146.832383958704,MRSE,clarinet,1
17,146.832383958704,HRSE,clarinet,2
17,146.832383958704,congr.,clarinet,2
17,184.997211355817,LRSE,clarinet,3
17,184.997211355817,MRSE,clarinet,2
17,184.997211355817,HRSE,clarinet,2
17,184.997211355817,congr.,clarinet,1
17,233.081880759045,LRSE,clarinet,3
17,233.081880759045,MRSE,clarinet,3
17,233.081880759045,HRSE,clarinet,1
17,233.081880759045,congr.,clarinet,5
17,293.664767917408,LRSE,clarinet,2
17,293.664767917408,MRSE,clarinet,2
17,293.664767917408,HRSE,clarinet,3
17,293.664767917408,congr.,clarinet,4
17,369.994422711635,LRSE,clarinet,5
17,369.994422711635,MRSE,clarinet,6
17,369.994422711635,HRSE,clarinet,3
17,369.994422711635,congr.,clarinet,1
17,466.163761518091,LRSE,clarinet,2
17,466.163761518091,MRSE,clarinet,2
17,466.163761518091,HRSE,clarinet,2
17,466.163761518091,congr.,clarinet,5
17,587.329535834816,LRSE,clarinet,5
17,587.329535834816,MRSE,clarinet,4
17,587.329535834816,HRSE,clarinet,3
17,587.329535834816,congr.,clarinet,3
17,739.98884542327,LRSE,clarinet,4
17,739.98884542327,MRSE,clarinet,4
17,739.98884542327,HRSE,clarinet,5
17,739.98884542327,congr.,clarinet,3
17,932.327523036181,LRSE,clarinet,3
17,932.327523036181,MRSE,clarinet,3
17,932.327523036181,HRSE,clarinet,2
17,932.327523036181,congr.,clarinet,2
17,1174.65907166963,LRSE,clarinet,3
17,1174.65907166963,MRSE,clarinet,5
17,1174.65907166963,HRSE,clarinet,2
17,1174.65907166963,congr.,clarinet,3
17,1479.97769084654,LRSE,clarinet,3
17,1479.97769084654,MRSE,clarinet,2
17,1479.97769084654,HRSE,clarinet,4
17,1479.97769084654,congr.,clarinet,1
17,1864.65504607236,LRSE,clarinet,1
17,1864.65504607236,MRSE,clarinet,5
17,1864.65504607236,HRSE,clarinet,5
17,1864.65504607236,congr.,clarinet,NaN
17,2349.31814333926,LRSE,clarinet,2
17,2349.31814333926,MRSE,clarinet,4
17,2349.31814333926,HRSE,clarinet,3
17,2349.31814333926,congr.,clarinet,NaN
17,2959.95538169308,LRSE,clarinet,3
17,2959.95538169308,MRSE,clarinet,2
17,2959.95538169308,HRSE,clarinet,2
17,2959.95538169308,congr.,clarinet,NaN
18,46.2493028389544,LRSE,clarinet,3.5
18,46.2493028389544,MRSE,clarinet,3.5
18,46.2493028389544,HRSE,clarinet,1
18,46.2493028389544,congr.,clarinet,NaN
18,58.2704701897613,LRSE,clarinet,2.25
18,58.2704701897613,MRSE,clarinet,3.5
18,58.2704701897613,HRSE,clarinet,2.25
18,58.2704701897613,congr.,clarinet,NaN
18,73.416191979352,LRSE,clarinet,4.75
18,73.416191979352,MRSE,clarinet,1
18,73.416191979352,HRSE,clarinet,1
18,73.416191979352,congr.,clarinet,NaN
18,92.4986056779087,LRSE,clarinet,4.75
18,92.4986056779087,MRSE,clarinet,3.5
18,92.4986056779087,HRSE,clarinet,2.25
18,92.4986056779087,congr.,clarinet,NaN
18,116.540940379523,LRSE,clarinet,3.5
18,116.540940379523,MRSE,clarinet,4.75
18,116.540940379523,HRSE,clarinet,2.25
18,116.540940379523,congr.,clarinet,NaN
18,146.832383958704,LRSE,clarinet,4.75
18,146.832383958704,MRSE,clarinet,3.5
18,146.832383958704,HRSE,clarinet,2.25
18,146.832383958704,congr.,clarinet,3.5
18,184.997211355817,LRSE,clarinet,6
18,184.997211355817,MRSE,clarinet,4.75
18,184.997211355817,HRSE,clarinet,2.25
18,184.997211355817,congr.,clarinet,6
18,233.081880759045,LRSE,clarinet,4.75
18,233.081880759045,MRSE,clarinet,3.5
18,233.081880759045,HRSE,clarinet,2.25
18,233.081880759045,congr.,clarinet,3.5
18,293.664767917408,LRSE,clarinet,4.75
18,293.664767917408,MRSE,clarinet,4.75
18,293.664767917408,HRSE,clarinet,3.5
18,293.664767917408,congr.,clarinet,3.5
18,369.994422711635,LRSE,clarinet,6
18,369.994422711635,MRSE,clarinet,4.75
18,369.994422711635,HRSE,clarinet,3.5
18,369.994422711635,congr.,clarinet,3.5
18,466.163761518091,LRSE,clarinet,3.5
18,466.163761518091,MRSE,clarinet,4.75
18,466.163761518091,HRSE,clarinet,2.25
18,466.163761518091,congr.,clarinet,4.75
18,587.329535834816,LRSE,clarinet,6
18,587.329535834816,MRSE,clarinet,6
18,587.329535834816,HRSE,clarinet,3.5
18,587.329535834816,congr.,clarinet,6
18,739.98884542327,LRSE,clarinet,6
18,739.98884542327,MRSE,clarinet,6
18,739.98884542327,HRSE,clarinet,3.5
18,739.98884542327,congr.,clarinet,6
18,932.327523036181,LRSE,clarinet,4.75
18,932.327523036181,MRSE,clarinet,4.75
18,932.327523036181,HRSE,clarinet,2.25
18,932.327523036181,congr.,clarinet,4.75
18,1174.65907166963,LRSE,clarinet,2.25
18,1174.65907166963,MRSE,clarinet,3.5
18,1174.65907166963,HRSE,clarinet,4.75
18,1174.65907166963,congr.,clarinet,3.5
18,1479.97769084654,LRSE,clarinet,2.25
18,1479.97769084654,MRSE,clarinet,3.5
18,1479.97769084654,HRSE,clarinet,2.25
18,1479.97769084654,congr.,clarinet,1
18,1864.65504607236,LRSE,clarinet,1
18,1864.65504607236,MRSE,clarinet,2.25
18,1864.65504607236,HRSE,clarinet,2.25
18,1864.65504607236,congr.,clarinet,NaN
18,2349.31814333926,LRSE,clarinet,2.25
18,2349.31814333926,MRSE,clarinet,2.25
18,2349.31814333926,HRSE,clarinet,2.25
18,2349.31814333926,congr.,clarinet,NaN
18,2959.95538169308,LRSE,clarinet,1
18,2959.95538169308,MRSE,clarinet,1
18,2959.95538169308,HRSE,clarinet,2.25
18,2959.95538169308,congr.,clarinet,NaN
19,46.2493028389544,LRSE,clarinet,6
19,46.2493028389544,MRSE,clarinet,1
19,46.2493028389544,HRSE,clarinet,1
19,46.2493028389544,congr.,clarinet,NaN
19,58.2704701897613,LRSE,clarinet,5
19,58.2704701897613,MRSE,clarinet,4
19,58.2704701897613,HRSE,clarinet,1
19,58.2704701897613,congr.,clarinet,NaN
19,73.416191979352,LRSE,clarinet,6
19,73.416191979352,MRSE,clarinet,2
19,73.416191979352,HRSE,clarinet,1
19,73.416191979352,congr.,clarinet,NaN
19,92.4986056779087,LRSE,clarinet,5
19,92.4986056779087,MRSE,clarinet,4
19,92.4986056779087,HRSE,clarinet,2
19,92.4986056779087,congr.,clarinet,NaN
19,116.540940379523,LRSE,clarinet,5
19,116.540940379523,MRSE,clarinet,4
19,116.540940379523,HRSE,clarinet,4
19,116.540940379523,congr.,clarinet,NaN
19,146.832383958704,LRSE,clarinet,4
19,146.832383958704,MRSE,clarinet,5
19,146.832383958704,HRSE,clarinet,5
19,146.832383958704,congr.,clarinet,5
19,184.997211355817,LRSE,clarinet,6
19,184.997211355817,MRSE,clarinet,5
19,184.997211355817,HRSE,clarinet,3
19,184.997211355817,congr.,clarinet,4
19,233.081880759045,LRSE,clarinet,6
19,233.081880759045,MRSE,clarinet,4
19,233.081880759045,HRSE,clarinet,3
19,233.081880759045,congr.,clarinet,6
19,293.664767917408,LRSE,clarinet,5
19,293.664767917408,MRSE,clarinet,4
19,293.664767917408,HRSE,clarinet,2
19,293.664767917408,congr.,clarinet,6
19,369.994422711635,LRSE,clarinet,5
19,369.994422711635,MRSE,clarinet,5
19,369.994422711635,HRSE,clarinet,3
19,369.994422711635,congr.,clarinet,4
19,466.163761518091,LRSE,clarinet,2
19,466.163761518091,MRSE,clarinet,6
19,466.163761518091,HRSE,clarinet,5
19,466.163761518091,congr.,clarinet,6
19,587.329535834816,LRSE,clarinet,5
19,587.329535834816,MRSE,clarinet,5
19,587.329535834816,HRSE,clarinet,4
19,587.329535834816,congr.,clarinet,5
19,739.98884542327,LRSE,clarinet,4
19,739.98884542327,MRSE,clarinet,4
19,739.98884542327,HRSE,clarinet,2
19,739.98884542327,congr.,clarinet,4
19,932.327523036181,LRSE,clarinet,4
19,932.327523036181,MRSE,clarinet,2
19,932.327523036181,HRSE,clarinet,4
19,932.327523036181,congr.,clarinet,3
19,1174.65907166963,LRSE,clarinet,3
19,1174.65907166963,MRSE,clarinet,5
19,1174.65907166963,HRSE,clarinet,3
19,1174.65907166963,congr.,clarinet,3
19,1479.97769084654,LRSE,clarinet,3
19,1479.97769084654,MRSE,clarinet,3
19,1479.97769084654,HRSE,clarinet,3
19,1479.97769084654,congr.,clarinet,1
19,1864.65504607236,LRSE,clarinet,1
19,1864.65504607236,MRSE,clarinet,4
19,1864.65504607236,HRSE,clarinet,2
19,1864.65504607236,congr.,clarinet,NaN
19,2349.31814333926,LRSE,clarinet,1
19,2349.31814333926,MRSE,clarinet,1
19,2349.31814333926,HRSE,clarinet,4
19,2349.31814333926,congr.,clarinet,NaN
19,2959.95538169308,LRSE,clarinet,1
19,2959.95538169308,MRSE,clarinet,1
19,2959.95538169308,HRSE,clarinet,2
19,2959.95538169308,congr.,clarinet,NaN
20,46.2493028389544,LRSE,clarinet,2
20,46.2493028389544,MRSE,clarinet,2
20,46.2493028389544,HRSE,clarinet,2
20,46.2493028389544,congr.,clarinet,NaN
20,58.2704701897613,LRSE,clarinet,3
20,58.2704701897613,MRSE,clarinet,2
20,58.2704701897613,HRSE,clarinet,2
20,58.2704701897613,congr.,clarinet,NaN
20,73.416191979352,LRSE,clarinet,4
20,73.416191979352,MRSE,clarinet,2
20,73.416191979352,HRSE,clarinet,2
20,73.416191979352,congr.,clarinet,NaN
20,92.4986056779087,LRSE,clarinet,4
20,92.4986056779087,MRSE,clarinet,2
20,92.4986056779087,HRSE,clarinet,2
20,92.4986056779087,congr.,clarinet,NaN
20,116.540940379523,LRSE,clarinet,5
20,116.540940379523,MRSE,clarinet,3
20,116.540940379523,HRSE,clarinet,2
20,116.540940379523,congr.,clarinet,NaN
20,146.832383958704,LRSE,clarinet,4
20,146.832383958704,MRSE,clarinet,4
20,146.832383958704,HRSE,clarinet,3
20,146.832383958704,congr.,clarinet,5
20,184.997211355817,LRSE,clarinet,5
20,184.997211355817,MRSE,clarinet,3
20,184.997211355817,HRSE,clarinet,2
20,184.997211355817,congr.,clarinet,5
20,233.081880759045,LRSE,clarinet,4
20,233.081880759045,MRSE,clarinet,5
20,233.081880759045,HRSE,clarinet,3
20,233.081880759045,congr.,clarinet,3
20,293.664767917408,LRSE,clarinet,5
20,293.664767917408,MRSE,clarinet,4
20,293.664767917408,HRSE,clarinet,3
20,293.664767917408,congr.,clarinet,4
20,369.994422711635,LRSE,clarinet,2
20,369.994422711635,MRSE,clarinet,5
20,369.994422711635,HRSE,clarinet,3
20,369.994422711635,congr.,clarinet,5
20,466.163761518091,LRSE,clarinet,5
20,466.163761518091,MRSE,clarinet,4
20,466.163761518091,HRSE,clarinet,2
20,466.163761518091,congr.,clarinet,4
20,587.329535834816,LRSE,clarinet,4
20,587.329535834816,MRSE,clarinet,3
20,587.329535834816,HRSE,clarinet,2
20,587.329535834816,congr.,clarinet,5
20,739.98884542327,LRSE,clarinet,4
20,739.98884542327,MRSE,clarinet,2
20,739.98884542327,HRSE,clarinet,5
20,739.98884542327,congr.,clarinet,3
20,932.327523036181,LRSE,clarinet,4
20,932.327523036181,MRSE,clarinet,3
20,932.327523036181,HRSE,clarinet,3
20,932.327523036181,congr.,clarinet,3
20,1174.65907166963,LRSE,clarinet,2
20,1174.65907166963,MRSE,clarinet,2
20,1174.65907166963,HRSE,clarinet,2
20,1174.65907166963,congr.,clarinet,2
20,1479.97769084654,LRSE,clarinet,2
20,1479.97769084654,MRSE,clarinet,2
20,1479.97769084654,HRSE,clarinet,2
20,1479.97769084654,congr.,clarinet,3
20,1864.65504607236,LRSE,clarinet,2
