participant,score,space,condition,f0
8,1,inner,fixed,293.7
8,1,inner,fixed,293.7
8,1,inner,fixed,293.7
8,2,inner,fixed,293.7
8,1,inner,fixed,293.7
8,2,inner,fixed,293.7
8,1,inner,fixed,293.7
8,3,inner,fixed,293.7
8,4,inner,fixed,293.7
8,2,inner,fixed,293.7
8,4,inner,fixed,293.7
8,2,inner,fixed,293.7
8,3,inner,fixed,293.7
8,2,inner,fixed,293.7
8,3,inner,fixed,293.7
8,2,inner,fixed,293.7
8,4,inner,fixed,293.7
8,2,inner,fixed,293.7
8,4,inner,fixed,293.7
8,3,inner,fixed,293.7
8,2,inner,fixed,293.7
8,4,inner,fixed,293.7
8,5,inner,fixed,293.7
8,4,inner,fixed,293.7
8,5,inner,fixed,293.7
8,1,inner,fixed,293.7
8,5,inner,fixed,293.7
8,3,inner,fixed,293.7
8,4,inner,fixed,293.7
8,5,inner,fixed,293.7
8,6,inner,fixed,293.7
8,4,inner,fixed,293.7
8,3,inner,fixed,293.7
8,1,inner,fixed,293.7
8,3,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,4,outer,fixed,293.7
8,1,outer,fixed,293.7
8,4,outer,fixed,293.7
8,4,outer,fixed,293.7
8,5,outer,fixed,293.7
8,5,outer,fixed,293.7
8,5,outer,fixed,293.7
8,5,outer,fixed,293.7
8,2,outer,fixed,293.7
8,2,outer,fixed,293.7
8,1,outer,fixed,293.7
8,3,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,2,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,2,outer,fixed,293.7
8,3,outer,fixed,293.7
8,3,outer,fixed,293.7
8,4,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,1,outer,fixed,293.7
8,6,outer,fixed,293.7
8,5,outer,fixed,293.7
8,4,outer,fixed,293.7
8,5,outer,fixed,293.7
9,2,inner,congruent,640.8
9,2,inner,congruent,2253.9
9,2,inner,congruent,403.7
9,3,inner,congruent,320.4
9,4,inner,congruent,277.2
9,4,inner,congruent,623.3
9,2,inner,congruent,480
9,4,inner,congruent,719.2
9,4,inner,congruent,302.4
9,3,inner,congruent,233.1
9,3,inner,congruent,570.8
9,3,inner,congruent,938.6
9,4,inner,congruent,442
9,3,inner,congruent,185
9,2,inner,congruent,207.7
9,3,inner,congruent,381
9,4,inner,congruent,540.6
9,3,inner,congruent,246.9
9,4,inner,congruent,298.1
9,3,inner,congruent,87.5
9,3,inner,congruent,381
9,4,inner,congruent,416
9,5,inner,congruent,330.2
9,5,inner,congruent,588
9,4,inner,congruent,134.7
9,4,inner,congruent,415.3
9,5,inner,congruent,454.6
9,3,inner,congruent,132.8
9,3,inner,congruent,142.3
9,5,inner,congruent,95.6
9,5,inner,congruent,201.8
9,5,inner,congruent,315.8
9,4,inner,congruent,56.5
9,5,inner,congruent,131.4
9,5,inner,congruent,134.7
9,5,inner,congruent,170.3
9,5,inner,congruent,186.2
9,5,inner,congruent,169.7
9,3,inner,congruent,67.4
9,4,inner,congruent,84.9
9,5,inner,congruent,197.3
9,3,inner,congruent,169.7
9,4,inner,congruent,169.7
9,5,inner,congruent,93.9
9,4,inner,congruent,69.4
9,1,outer,congruent,591.3
9,2,outer,congruent,640.8
9,2,outer,congruent,640.8
9,1,outer,congruent,823.5
9,2,outer,congruent,623.3
9,1,outer,congruent,709
9,3,outer,congruent,440.7
9,2,outer,congruent,403.7
9,5,outer,congruent,179.8
9,4,outer,congruent,201.8
9,5,outer,congruent,226.5
9,4,outer,congruent,187.8
9,5,outer,congruent,197.3
9,5,outer,congruent,226.5
9,2,outer,congruent,320.4
9,4,outer,congruent,320.4
9,2,outer,congruent,226.5
9,2,outer,congruent,320.4
9,2,outer,congruent,171.4
9,3,outer,congruent,207.7
9,2,outer,congruent,95.2
9,5,outer,congruent,114.4
9,2,outer,congruent,106.9
9,3,outer,congruent,114.4
9,3,outer,congruent,77.9
9,4,outer,congruent,77.9
9,3,outer,congruent,77.9
9,5,outer,congruent,147.1
9,3,outer,congruent,360.8
9,3,outer,congruent,508.6
9,3,outer,congruent,320.4
9,2,outer,congruent,508.6
9,4,outer,congruent,179.8
9,6,outer,congruent,197.3
9,6,outer,congruent,174.6
9,5,outer,congruent,218.1
9,2,inner,incongruent,185
9,3,inner,incongruent,55
9,5,inner,incongruent,293.7
9,3,inner,incongruent,370
9,3,inner,incongruent,440
9,2,inner,incongruent,196
9,2,inner,incongruent,246.9
9,2,inner,incongruent,164.8
9,4,inner,incongruent,392
9,3,inner,incongruent,523.3
9,2,inner,incongruent,207.7
9,3,inner,incongruent,130.8
9,4,inner,incongruent,277.2
9,5,inner,incongruent,659.3
9,4,inner,incongruent,587.3
9,3,inner,incongruent,311.1
9,3,inner,incongruent,220
9,4,inner,incongruent,493.9
9,4,inner,incongruent,415.3
9,6,inner,incongruent,1396.9
9,3,inner,incongruent,311.1
9,4,inner,incongruent,293.7
9,5,inner,incongruent,370
9,5,inner,incongruent,207.7
9,6,inner,incongruent,880
9,5,inner,incongruent,293.7
9,4,inner,incongruent,261.6
9,5,inner,incongruent,932.3
9,5,inner,incongruent,880
9,6,inner,incongruent,1244.5
9,3,inner,incongruent,587.3
9,5,inner,incongruent,392
9,1,inner,incongruent,2217.5
9,3,inner,incongruent,932.3
9,6,inner,incongruent,880
9,3,inner,incongruent,698.5
9,4,inner,incongruent,659.3
9,5,inner,incongruent,698.5
9,1,inner,incongruent,1760
9,6,inner,incongruent,1396.9
9,5,inner,incongruent,622.3
9,5,inner,incongruent,698.5
9,5,inner,incongruent,698.5
9,3,inner,incongruent,1318.5
9,4,inner,incongruent,1760
9,1,outer,incongruent,207.7
9,1,outer,incongruent,185
9,2,outer,incongruent,185
9,2,outer,incongruent,146.8
9,2,outer,incongruent,196
9,1,outer,incongruent,174.6
9,2,outer,incongruent,277.2
9,2,outer,incongruent,293.7
9,3,outer,incongruent,659.3
9,1,outer,incongruent,587.3
9,4,outer,incongruent,523.3
9,2,outer,incongruent,659.3
9,3,outer,incongruent,622.3
9,2,outer,incongruent,523.3
9,2,outer,incongruent,370
9,3,outer,incongruent,370
9,3,outer,incongruent,523.3
9,2,outer,incongruent,370
9,5,outer,incongruent,698.5
9,6,outer,incongruent,587.3
9,5,outer,incongruent,1244.5
9,5,outer,incongruent,1046.5
9,5,outer,incongruent,1108.7
9,6,outer,incongruent,1046.5
9,5,outer,incongruent,1568
9,5,outer,incongruent,1568
9,5,outer,incongruent,1568
9,5,outer,incongruent,830.6
9,1,outer,incongruent,329.6
9,1,outer,incongruent,233.1
9,3,outer,incongruent,370
9,2,outer,incongruent,233.1
9,5,outer,incongruent,659.3
9,6,outer,incongruent,622.3
9,5,outer,incongruent,698.5
9,5,outer,incongruent,554.4
9,3,inner,fixed,293.7
9,2,inner,fixed,293.7
9,2,inner,fixed,293.7
9,3,inner,fixed,293.7
9,2,inner,fixed,293.7
9,2,inner,fixed,293.7
9,2,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,2,inner,fixed,293.7
9,2,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,4,inner,fixed,293.7
9,3,inner,fixed,293.7
9,2,inner,fixed,293.7
9,3,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,3,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,5,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,5,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,5,inner,fixed,293.7
9,4,inner,fixed,293.7
9,5,inner,fixed,293.7
9,4,inner,fixed,293.7
9,4,inner,fixed,293.7
9,5,inner,fixed,293.7
9,4,inner,fixed,293.7
9,1,outer,fixed,293.7
9,2,outer,fixed,293.7
9,2,outer,fixed,293.7
9,1,outer,fixed,293.7
9,2,outer,fixed,293.7
9,1,outer,fixed,293.7
9,2,outer,fixed,293.7
9,1,outer,fixed,293.7
9,5,outer,fixed,293.7
9,3,outer,fixed,293.7
9,4,outer,fixed,293.7
9,4,outer,fixed,293.7
9,4,outer,fixed,293.7
9,5,outer,fixed,293.7
9,2,outer,fixed,293.7
9,2,outer,fixed,293.7
9,3,outer,fixed,293.7
9,3,outer,fixed,293.7
9,2,outer,fixed,293.7
9,3,outer,fixed,293.7
9,3,outer,fixed,293.7
9,3,outer,fixed,293.7
9,3,outer,fixed,293.7
9,3,outer,fixed,293.7
9,3,outer,fixed,293.7
9,4,outer,fixed,293.7
9,3,outer,fixed,293.7
9,5,outer,fixed,293.7
9,1,outer,fixed,293.7
9,1,outer,fixed,293.7
9,2,outer,fixed,293.7
9,1,outer,fixed,293.7
9,5,outer,fixed,293.7
9,5,outer,fixed,293.7
9,4,outer,fixed,293.7
9,4,outer,fixed,293.7
10,3.5,inner,congruent,640.8
10,2.25,inner,congruent,2253.9
10,6,inner,congruent,403.7
10,4.75,inner,congruent,320.4
10,2.25,inner,congruent,277.2
10,2.25,inner,congruent,623.3
10,3.5,inner,congruent,480
10,3.5,inner,congruent,719.2
10,4.75,inner,congruent,302.4
10,3.5,inner,congruent,233.1
10,3.5,inner,congruent,570.8
10,4.75,inner,congruent,938.6
10,4.75,inner,congruent,442
10,2.25,inner,congruent,185
10,2.25,inner,congruent,207.7
10,2.25,inner,congruent,381
10,4.75,inner,congruent,540.6
10,4.75,inner,congruent,246.9
10,3.5,inner,congruent,298.1
10,3.5,inner,congruent,87.5
10,3.5,inner,congruent,381
10,3.5,inner,congruent,416
10,3.5,inner,congruent,330.2
10,4.75,inner,congruent,588
10,2.25,inner,congruent,134.7
10,3.5,inner,congruent,415.3
10,3.5,inner,congruent,454.6
10,3.5,inner,congruent,132.8
10,3.5,inner,congruent,142.3
10,3.5,inner,congruent,95.6
10,2.25,inner,congruent,201.8
10,2.25,inner,congruent,315.8
10,4.75,inner,congruent,56.5
10,1,inner,congruent,131.4
10,3.5,inner,congruent,134.7
10,2.25,inner,congruent,170.3
10,3.5,inner,congruent,186.2
10,3.5,inner,congruent,169.7
10,3.5,inner,congruent,67.4
10,4.75,inner,congruent,84.9
10,3.5,inner,congruent,197.3
10,2.25,inner,congruent,169.7
10,2.25,inner,congruent,169.7
10,4.75,inner,congruent,93.9
10,4.75,inner,congruent,69.4
10,3.5,outer,congruent,591.3
10,2.25,outer,congruent,640.8
10,4.75,outer,congruent,640.8
10,3.5,outer,congruent,823.5
10,4.75,outer,congruent,623.3
10,2.25,outer,congruent,709
10,3.5,outer,congruent,440.7
10,2.25,outer,congruent,403.7
10,2.25,outer,congruent,179.8
10,2.25,outer,congruent,201.8
10,2.25,outer,congruent,226.5
10,2.25,outer,congruent,187.8
10,2.25,outer,congruent,197.3
10,3.5,outer,congruent,226.5
10,1,outer,congruent,320.4
10,2.25,outer,congruent,320.4
10,2.25,outer,congruent,226.5
10,2.25,outer,congruent,320.4
10,2.25,outer,congruent,171.4
10,2.25,outer,congruent,207.7
10,3.5,outer,congruent,95.2
10,4.75,outer,congruent,114.4
10,3.5,outer,congruent,106.9
10,3.5,outer,congruent,114.4
10,3.5,outer,congruent,77.9
10,6,outer,congruent,77.9
10,3.5,outer,congruent,77.9
10,2.25,outer,congruent,147.1
10,3.5,outer,congruent,360.8
10,2.25,outer,congruent,508.6
10,3.5,outer,congruent,320.4
10,3.5,outer,congruent,508.6
10,3.5,outer,congruent,179.8
10,2.25,outer,congruent,197.3
10,3.5,outer,congruent,174.6
10,2.25,outer,congruent,218.1
10,2.25,inner,incongruent,185
10,4.75,inner,incongruent,55
10,4.75,inner,incongruent,293.7
10,4.75,inner,incongruent,370
10,3.5,inner,incongruent,440
10,3.5,inner,incongruent,196
10,4.75,inner,incongruent,246.9
10,4.75,inner,incongruent,164.8
10,4.75,inner,incongruent,392
10,2.25,inner,incongruent,523.3
10,4.75,inner,incongruent,207.7
10,4.75,inner,incongruent,130.8
10,2.25,inner,incongruent,277.2
10,4.75,inner,incongruent,659.3
10,3.5,inner,incongruent,587.3
10,2.25,inner,incongruent,311.1
10,3.5,inner,incongruent,220
10,3.5,inner,incongruent,493.9
10,3.5,inner,incongruent,415.3
10,3.5,inner,incongruent,1396.9
10,3.5,inner,incongruent,311.1
10,3.5,inner,incongruent,293.7
10,4.75,inner,incongruent,370
10,3.5,inner,incongruent,207.7
10,4.75,inner,incongruent,880
10,3.5,inner,incongruent,293.7
10,2.25,inner,incongruent,261.6
10,4.75,inner,incongruent,932.3
10,3.5,inner,incongruent,880
10,2.25,inner,incongruent,1244.5
10,3.5,inner,incongruent,587.3
10,2.25,inner,incongruent,392
10,2.25,inner,incongruent,2217.5
10,2.25,inner,incongruent,932.3
10,3.5,inner,incongruent,880
10,6,inner,incongruent,698.5
10,4.75,inner,incongruent,659.3
10,4.75,inner,incongruent,698.5
10,3.5,inner,incongruent,1760
10,4.75,inner,incongruent,1396.9
10,4.75,inner,incongruent,622.3
10,4.75,inner,incongruent,698.5
10,4.75,inner,incongruent,698.5
10,4.75,inner,incongruent,1318.5
10,2.25,inner,incongruent,1760
10,2.25,outer,incongruent,207.7
10,2.25,outer,incongruent,185
10,1,outer,incongruent,185
10,1,outer,incongruent,146.8
10,3.5,outer,incongruent,196
10,1,outer,incongruent,174.6
10,3.5,outer,incongruent,277.2
10,2.25,outer,incongruent,293.7
10,2.25,outer,incongruent,659.3
10,3.5,outer,incongruent,587.3
10,3.5,outer,incongruent,523.3
10,4.75,outer,incongruent,659.3
10,2.25,outer,incongruent,622.3
10,1,outer,incongruent,523.3
10,2.25,outer,incongruent,370
10,3.5,outer,incongruent,370
10,3.5,outer,incongruent,523.3
10,3.5,outer,incongruent,370
10,2.25,outer,incongruent,698.5
10,3.5,outer,incongruent,587.3
10,3.5,outer,incongruent,1244.5
10,3.5,outer,incongruent,1046.5
10,2.25,outer,incongruent,1108.7
10,4.75,outer,incongruent,1046.5
10,3.5,outer,incongruent,1568
10,4.75,outer,incongruent,1568
10,2.25,outer,incongruent,1568
10,4.75,outer,incongruent,830.6
10,3.5,outer,incongruent,329.6
10,2.25,outer,incongruent,233.1
10,3.5,outer,incongruent,370
10,2.25,outer,incongruent,233.1
10,4.75,outer,incongruent,659.3
10,3.5,outer,incongruent,622.3
10,3.5,outer,incongruent,698.5
10,4.75,outer,incongruent,554.4
10,4.75,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,6,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,6,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,4.75,inner,fixed,293.7
10,1,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,1,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,1,inner,fixed,293.7
10,1,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,1,inner,fixed,293.7
10,1,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,2.25,inner,fixed,293.7
10,3.5,inner,fixed,293.7
10,2.25,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,4.75,outer,fixed,293.7
10,4.75,outer,fixed,293.7
10,6,outer,fixed,293.7
10,4.75,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,1,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,1,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,1,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,1,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,3.5,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,2.25,outer,fixed,293.7
10,1,outer,fixed,293.7
10,2.25,outer,fixed,293.7
11,3.5,inner,congruent,640.8
11,2.25,inner,congruent,2253.9
11,3.5,inner,congruent,403.7
11,4.75,inner,congruent,320.4
11,4.75,inner,congruent,277.2
11,3.5,inner,congruent,623.3
11,2.25,inner,congruent,480
11,3.5,inner,congruent,719.2
11,3.5,inner,congruent,302.4
11,3.5,inner,congruent,233.1
11,2.25,inner,congruent,570.8
11,3.5,inner,congruent,938.6
11,4.75,inner,congruent,442
11,3.5,inner,congruent,185
11,3.5,inner,congruent,207.7
11,2.25,inner,congruent,381
11,3.5,inner,congruent,540.6
11,2.25,inner,congruent,246.9
11,2.25,inner,congruent,298.1
11,4.75,inner,congruent,87.5
11,2.25,inner,congruent,381
11,4.75,inner,congruent,416
11,3.5,inner,congruent,330.2
11,4.75,inner,congruent,588
11,4.75,inner,congruent,134.7
11,3.5,inner,congruent,415.3
11,4.75,inner,congruent,454.6
11,4.75,inner,congruent,132.8
11,4.75,inner,congruent,142.3
11,4.75,inner,congruent,95.6
11,2.25,inner,congruent,201.8
11,2.25,inner,congruent,315.8
11,6,inner,congruent,56.5
11,4.75,inner,congruent,131.4
11,4.75,inner,congruent,134.7
11,3.5,inner,congruent,170.3
11,3.5,inner,congruent,186.2
11,4.75,inner,congruent,169.7
11,4.75,inner,congruent,67.4
11,4.75,inner,congruent,84.9
11,6,inner,congruent,197.3
11,2.25,inner,congruent,169.7
11,6,inner,congruent,169.7
11,4.75,inner,congruent,93.9
11,4.75,inner,congruent,69.4
11,2.25,outer,congruent,591.3
11,2.25,outer,congruent,640.8
11,2.25,outer,congruent,640.8
11,2.25,outer,congruent,823.5
11,1,outer,congruent,623.3
11,1,outer,congruent,709
11,3.5,outer,congruent,440.7
11,2.25,outer,congruent,403.7
11,6,outer,congruent,179.8
11,3.5,outer,congruent,201.8
11,6,outer,congruent,226.5
11,6,outer,congruent,187.8
11,3.5,outer,congruent,197.3
11,3.5,outer,congruent,226.5
11,3.5,outer,congruent,320.4
11,2.25,outer,congruent,320.4
11,2.25,outer,congruent,226.5
11,3.5,outer,congruent,320.4
11,3.5,outer,congruent,171.4
11,4.75,outer,congruent,207.7
11,6,outer,congruent,95.2
11,4.75,outer,congruent,114.4
11,2.25,outer,congruent,106.9
11,4.75,outer,congruent,114.4
11,4.75,outer,congruent,77.9
11,4.75,outer,congruent,77.9
11,4.75,outer,congruent,77.9
11,6,outer,congruent,147.1
11,2.25,outer,congruent,360.8
11,2.25,outer,congruent,508.6
11,3.5,outer,congruent,320.4
11,2.25,outer,congruent,508.6
11,4.75,outer,congruent,179.8
11,4.75,outer,congruent,197.3
11,6,outer,congruent,174.6
11,4.75,outer,congruent,218.1
11,2.25,inner,incongruent,185
11,1,inner,incongruent,55
11,2.25,inner,incongruent,293.7
11,3.5,inner,incongruent,370
11,3.5,inner,incongruent,440
11,3.5,inner,incongruent,196
11,3.5,inner,incongruent,246.9
11,2.25,inner,incongruent,164.8
11,4.75,inner,incongruent,392
11,4.75,inner,incongruent,523.3
11,2.25,inner,incongruent,207.7
11,2.25,inner,incongruent,130.8
11,3.5,inner,incongruent,277.2
11,3.5,inner,incongruent,659.3
11,3.5,inner,incongruent,587.3
11,3.5,inner,incongruent,311.1
11,3.5,inner,incongruent,220
11,4.75,inner,incongruent,493.9
11,4.75,inner,incongruent,415.3
11,6,inner,incongruent,1396.9
11,6,inner,incongruent,311.1
11,3.5,inner,incongruent,293.7
11,3.5,inner,incongruent,370
11,6,inner,incongruent,207.7
11,6,inner,incongruent,880
11,3.5,inner,incongruent,293.7
11,4.75,inner,incongruent,261.6
11,6,inner,incongruent,932.3
11,4.75,inner,incongruent,880
11,6,inner,incongruent,1244.5
11,6,inner,incongruent,587.3
11,6,inner,incongruent,392
11,1,inner,incongruent,2217.5
11,6,inner,incongruent,932.3
11,3.5,inner,incongruent,880
11,3.5,inner,incongruent,698.5
11,4.75,inner,incongruent,659.3
11,3.5,inner,incongruent,698.5
11,4.75,inner,incongruent,1760
11,2.25,inner,incongruent,1396.9
11,2.25,inner,incongruent,622.3
11,6,inner,incongruent,698.5
11,6,inner,incongruent,698.5
11,2.25,inner,incongruent,1318.5
11,4.75,inner,incongruent,1760
11,1,outer,incongruent,207.7
11,2.25,outer,incongruent,185
11,2.25,outer,incongruent,185
11,2.25,outer,incongruent,146.8
11,2.25,outer,incongruent,196
11,2.25,outer,incongruent,174.6
11,4.75,outer,incongruent,277.2
11,2.25,outer,incongruent,293.7
11,2.25,outer,incongruent,659.3
11,2.25,outer,incongruent,587.3
11,3.5,outer,incongruent,523.3
11,1,outer,incongruent,659.3
11,2.25,outer,incongruent,622.3
11,2.25,outer,incongruent,523.3
11,2.25,outer,incongruent,370
11,4.75,outer,incongruent,370
11,2.25,outer,incongruent,523.3
11,2.25,outer,incongruent,370
11,4.75,outer,incongruent,698.5
11,4.75,outer,incongruent,587.3
11,4.75,outer,incongruent,1244.5
11,4.75,outer,incongruent,1046.5
11,6,outer,incongruent,1108.7
11,4.75,outer,incongruent,1046.5
11,4.75,outer,incongruent,1568
11,2.25,outer,incongruent,1568
11,4.75,outer,incongruent,1568
11,2.25,outer,incongruent,830.6
11,1,outer,incongruent,329.6
11,2.25,outer,incongruent,233.1
11,3.5,outer,incongruent,370
11,2.25,outer,incongruent,233.1
11,4.75,outer,incongruent,659.3
11,2.25,outer,incongruent,622.3
11,2.25,outer,incongruent,698.5
11,3.5,outer,incongruent,554.4
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,2.25,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,3.5,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,4.75,inner,fixed,293.7
11,2.25,outer,fixed,293.7
11,1,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,1,outer,fixed,293.7
11,1,outer,fixed,293.7
11,1,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,1,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,1,outer,fixed,293.7
11,2.25,outer,fixed,293.7
11,1,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,3.5,outer,fixed,293.7
11,4.75,outer,fixed,293.7
11,4.75,outer,fixed,293.7
12,1,inner,congruent,640.8
12,3,inner,congruent,2253.9
12,2,inner,congruent,403.7
12,3,inner,congruent,320.4
12,2,inner,congruent,277.2
12,2,inner,congruent,623.3
12,3,inner,congruent,480
12,3,inner,congruent,719.2
12,4,inner,congruent,302.4
12,3,inner,congruent,233.1
12,2,inner,congruent,570.8
12,3,inner,congruent,938.6
12,3,inner,congruent,442
12,4,inner,congruent,185
12,3,inner,congruent,207.7
12,3,inner,congruent,381
12,3,inner,congruent,540.6
12,3,inner,congruent,246.9
12,5,inner,congruent,298.1
12,3,inner,congruent,87.5
12,3,inner,congruent,381
12,3,inner,congruent,416
12,4,inner,congruent,330.2
12,4,inner,congruent,588
12,3,inner,congruent,134.7
12,4,inner,congruent,415.3
12,4,inner,congruent,454.6
12,4,inner,congruent,132.8
12,4,inner,congruent,142.3
12,4,inner,congruent,95.6
12,5,inner,congruent,201.8
12,4,inner,congruent,315.8
12,3,inner,congruent,56.5
12,4,inner,congruent,131.4
12,2,inner,congruent,134.7
12,5,inner,congruent,170.3
12,4,inner,congruent,186.2
12,4,inner,congruent,169.7
12,3,inner,congruent,67.4
12,2,inner,congruent,84.9
12,4,inner,congruent,197.3
12,5,inner,congruent,169.7
12,4,inner,congruent,169.7
12,3,inner,congruent,93.9
12,3,inner,congruent,69.4
12,2,outer,congruent,591.3
12,2,outer,congruent,640.8
12,2,outer,congruent,640.8
12,2,outer,congruent,823.5
12,2,outer,congruent,623.3
12,1,outer,congruent,709
12,3,outer,congruent,440.7
12,2,outer,congruent,403.7
12,5,outer,congruent,179.8
12,6,outer,congruent,201.8
12,6,outer,congruent,226.5
12,6,outer,congruent,187.8
12,6,outer,congruent,197.3
12,5,outer,congruent,226.5
12,2,outer,congruent,320.4
12,3,outer,congruent,320.4
12,3,outer,congruent,226.5
12,3,outer,congruent,320.4
12,2,outer,congruent,171.4
12,4,outer,congruent,207.7
12,2,outer,congruent,95.2
12,1,outer,congruent,114.4
12,3,outer,congruent,106.9
12,2,outer,congruent,114.4
12,2,outer,congruent,77.9
12,4,outer,congruent,77.9
