participant,score,space,condition,f0
23,6,outer,incongruent,1046.5
23,5,outer,incongruent,1108.7
23,6,outer,incongruent,1046.5
23,6,outer,incongruent,1568
23,6,outer,incongruent,1568
23,6,outer,incongruent,1568
23,5,outer,incongruent,830.6
23,3,outer,incongruent,329.6
23,2,outer,incongruent,233.1
23,3,outer,incongruent,370
23,2,outer,incongruent,233.1
23,5,outer,incongruent,659.3
23,6,outer,incongruent,622.3
23,6,outer,incongruent,698.5
23,5,outer,incongruent,554.4
23,2,inner,fixed,293.7
23,3,inner,fixed,293.7
23,3,inner,fixed,293.7
23,2,inner,fixed,293.7
23,3,inner,fixed,293.7
23,4,inner,fixed,293.7
23,2,inner,fixed,293.7
23,3,inner,fixed,293.7
23,3,inner,fixed,293.7
23,3,inner,fixed,293.7
23,3,inner,fixed,293.7
23,3,inner,fixed,293.7
23,2,inner,fixed,293.7
23,4,inner,fixed,293.7
23,3,inner,fixed,293.7
23,4,inner,fixed,293.7
23,3,inner,fixed,293.7
23,3,inner,fixed,293.7
23,4,inner,fixed,293.7
23,2,inner,fixed,293.7
23,4,inner,fixed,293.7
23,3,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,3,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,3,inner,fixed,293.7
23,5,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,5,inner,fixed,293.7
23,4,inner,fixed,293.7
23,4,inner,fixed,293.7
23,5,inner,fixed,293.7
23,3,outer,fixed,293.7
23,1,outer,fixed,293.7
23,2,outer,fixed,293.7
23,1,outer,fixed,293.7
23,2,outer,fixed,293.7
23,1,outer,fixed,293.7
23,4,outer,fixed,293.7
23,2,outer,fixed,293.7
23,4,outer,fixed,293.7
23,3,outer,fixed,293.7
23,5,outer,fixed,293.7
23,5,outer,fixed,293.7
23,4,outer,fixed,293.7
23,5,outer,fixed,293.7
23,3,outer,fixed,293.7
23,3,outer,fixed,293.7
23,3,outer,fixed,293.7
23,2,outer,fixed,293.7
23,2,outer,fixed,293.7
23,3,outer,fixed,293.7
23,3,outer,fixed,293.7
23,3,outer,fixed,293.7
23,4,outer,fixed,293.7
23,4,outer,fixed,293.7
23,3,outer,fixed,293.7
23,4,outer,fixed,293.7
23,4,outer,fixed,293.7
23,4,outer,fixed,293.7
23,3,outer,fixed,293.7
23,1,outer,fixed,293.7
23,3,outer,fixed,293.7
23,2,outer,fixed,293.7
23,4,outer,fixed,293.7
23,4,outer,fixed,293.7
23,5,outer,fixed,293.7
23,5,outer,fixed,293.7
24,2,inner,congruent,640.8
24,3,inner,congruent,2253.9
24,3,inner,congruent,403.7
24,2,inner,congruent,320.4
24,2,inner,congruent,277.2
24,2,inner,congruent,623.3
24,4,inner,congruent,480
24,4,inner,congruent,719.2
24,3,inner,congruent,302.4
24,4,inner,congruent,233.1
24,1,inner,congruent,570.8
24,4,inner,congruent,938.6
24,3,inner,congruent,442
24,2,inner,congruent,185
24,4,inner,congruent,207.7
24,4,inner,congruent,381
24,3,inner,congruent,540.6
24,4,inner,congruent,246.9
24,4,inner,congruent,298.1
24,3,inner,congruent,87.5
24,4,inner,congruent,381
24,4,inner,congruent,416
24,4,inner,congruent,330.2
24,3,inner,congruent,588
24,4,inner,congruent,134.7
24,3,inner,congruent,415.3
24,4,inner,congruent,454.6
24,5,inner,congruent,132.8
24,5,inner,congruent,142.3
24,4,inner,congruent,95.6
24,4,inner,congruent,201.8
24,4,inner,congruent,315.8
24,4,inner,congruent,56.5
24,4,inner,congruent,131.4
24,4,inner,congruent,134.7
24,5,inner,congruent,170.3
24,4,inner,congruent,186.2
24,5,inner,congruent,169.7
24,5,inner,congruent,67.4
24,5,inner,congruent,84.9
24,3,inner,congruent,197.3
24,4,inner,congruent,169.7
24,4,inner,congruent,169.7
24,6,inner,congruent,93.9
24,5,inner,congruent,69.4
24,1,outer,congruent,591.3
24,1,outer,congruent,640.8
24,1,outer,congruent,640.8
24,2,outer,congruent,823.5
24,1,outer,congruent,623.3
24,1,outer,congruent,709
24,2,outer,congruent,440.7
24,2,outer,congruent,403.7
24,5,outer,congruent,179.8
24,3,outer,congruent,201.8
24,4,outer,congruent,226.5
24,4,outer,congruent,187.8
24,5,outer,congruent,197.3
24,4,outer,congruent,226.5
24,1,outer,congruent,320.4
24,2,outer,congruent,320.4
24,2,outer,congruent,226.5
24,3,outer,congruent,320.4
24,2,outer,congruent,171.4
24,2,outer,congruent,207.7
24,2,outer,congruent,95.2
24,4,outer,congruent,114.4
24,3,outer,congruent,106.9
24,4,outer,congruent,114.4
24,3,outer,congruent,77.9
24,5,outer,congruent,77.9
24,4,outer,congruent,77.9
24,5,outer,congruent,147.1
24,2,outer,congruent,360.8
24,1,outer,congruent,508.6
24,2,outer,congruent,320.4
24,1,outer,congruent,508.6
24,4,outer,congruent,179.8
24,4,outer,congruent,197.3
24,4,outer,congruent,174.6
24,3,outer,congruent,218.1
24,2,inner,incongruent,185
24,3,inner,incongruent,55
24,2,inner,incongruent,293.7
24,4,inner,incongruent,370
24,3,inner,incongruent,440
24,3,inner,incongruent,196
24,3,inner,incongruent,246.9
24,4,inner,incongruent,164.8
24,4,inner,incongruent,392
24,4,inner,incongruent,523.3
24,4,inner,incongruent,207.7
24,3,inner,incongruent,130.8
24,3,inner,incongruent,277.2
24,4,inner,incongruent,659.3
24,4,inner,incongruent,587.3
24,4,inner,incongruent,311.1
24,3,inner,incongruent,220
24,4,inner,incongruent,493.9
24,5,inner,incongruent,415.3
24,3,inner,incongruent,1396.9
24,4,inner,incongruent,311.1
24,2,inner,incongruent,293.7
24,4,inner,incongruent,370
24,4,inner,incongruent,207.7
24,4,inner,incongruent,880
24,3,inner,incongruent,293.7
24,4,inner,incongruent,261.6
24,5,inner,incongruent,932.3
24,4,inner,incongruent,880
24,4,inner,incongruent,1244.5
24,4,inner,incongruent,587.3
24,4,inner,incongruent,392
24,4,inner,incongruent,2217.5
24,5,inner,incongruent,932.3
24,5,inner,incongruent,880
24,5,inner,incongruent,698.5
24,4,inner,incongruent,659.3
24,5,inner,incongruent,698.5
24,3,inner,incongruent,1760
24,3,inner,incongruent,1396.9
24,4,inner,incongruent,622.3
24,5,inner,incongruent,698.5
24,5,inner,incongruent,698.5
24,3,inner,incongruent,1318.5
24,3,inner,incongruent,1760
24,1,outer,incongruent,207.7
24,1,outer,incongruent,185
24,1,outer,incongruent,185
24,1,outer,incongruent,146.8
24,2,outer,incongruent,196
24,1,outer,incongruent,174.6
24,3,outer,incongruent,277.2
24,2,outer,incongruent,293.7
24,3,outer,incongruent,659.3
24,2,outer,incongruent,587.3
24,4,outer,incongruent,523.3
24,2,outer,incongruent,659.3
24,3,outer,incongruent,622.3
24,3,outer,incongruent,523.3
24,3,outer,incongruent,370
24,3,outer,incongruent,370
24,3,outer,incongruent,523.3
24,2,outer,incongruent,370
24,3,outer,incongruent,698.5
24,2,outer,incongruent,587.3
24,4,outer,incongruent,1244.5
24,4,outer,incongruent,1046.5
24,4,outer,incongruent,1108.7
24,4,outer,incongruent,1046.5
24,4,outer,incongruent,1568
24,4,outer,incongruent,1568
24,4,outer,incongruent,1568
24,5,outer,incongruent,830.6
24,2,outer,incongruent,329.6
24,1,outer,incongruent,233.1
24,2,outer,incongruent,370
24,1,outer,incongruent,233.1
24,6,outer,incongruent,659.3
24,4,outer,incongruent,622.3
24,5,outer,incongruent,698.5
24,5,outer,incongruent,554.4
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,2,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,4,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,3,inner,fixed,293.7
24,5,inner,fixed,293.7
24,4,inner,fixed,293.7
24,3,inner,fixed,293.7
24,5,inner,fixed,293.7
24,3,inner,fixed,293.7
24,4,inner,fixed,293.7
24,5,inner,fixed,293.7
24,4,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,4,inner,fixed,293.7
24,4,inner,fixed,293.7
24,4,inner,fixed,293.7
24,5,inner,fixed,293.7
24,6,inner,fixed,293.7
24,4,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,6,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,4,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,5,inner,fixed,293.7
24,4,inner,fixed,293.7
24,5,inner,fixed,293.7
24,6,inner,fixed,293.7
24,1,outer,fixed,293.7
24,1,outer,fixed,293.7
24,1,outer,fixed,293.7
24,1,outer,fixed,293.7
24,2,outer,fixed,293.7
24,1,outer,fixed,293.7
24,4,outer,fixed,293.7
24,3,outer,fixed,293.7
24,5,outer,fixed,293.7
24,5,outer,fixed,293.7
24,5,outer,fixed,293.7
24,4,outer,fixed,293.7
24,5,outer,fixed,293.7
24,5,outer,fixed,293.7
24,2,outer,fixed,293.7
24,2,outer,fixed,293.7
24,2,outer,fixed,293.7
24,2,outer,fixed,293.7
24,3,outer,fixed,293.7
24,3,outer,fixed,293.7
24,4,outer,fixed,293.7
24,5,outer,fixed,293.7
24,6,outer,fixed,293.7
24,4,outer,fixed,293.7
24,6,outer,fixed,293.7
24,6,outer,fixed,293.7
24,5,outer,fixed,293.7
24,5,outer,fixed,293.7
24,2,outer,fixed,293.7
24,1,outer,fixed,293.7
24,2,outer,fixed,293.7
24,2,outer,fixed,293.7
24,5,outer,fixed,293.7
24,5,outer,fixed,293.7
24,4,outer,fixed,293.7
24,5,outer,fixed,293.7
25,1,inner,congruent,640.8
25,1,inner,congruent,2253.9
25,2,inner,congruent,403.7
25,3,inner,congruent,320.4
25,4,inner,congruent,277.2
25,1,inner,congruent,623.3
25,1,inner,congruent,480
25,2,inner,congruent,719.2
25,2,inner,congruent,302.4
25,1,inner,congruent,233.1
25,1,inner,congruent,570.8
25,1,inner,congruent,938.6
25,3,inner,congruent,442
25,3,inner,congruent,185
25,2,inner,congruent,207.7
25,4,inner,congruent,381
25,1,inner,congruent,540.6
25,3,inner,congruent,246.9
25,3,inner,congruent,298.1
25,4,inner,congruent,87.5
25,4,inner,congruent,381
25,3,inner,congruent,416
25,3,inner,congruent,330.2
25,4,inner,congruent,588
25,5,inner,congruent,134.7
25,1,inner,congruent,415.3
25,2,inner,congruent,454.6
25,4,inner,congruent,132.8
25,3,inner,congruent,142.3
25,4,inner,congruent,95.6
25,4,inner,congruent,201.8
25,4,inner,congruent,315.8
25,5,inner,congruent,56.5
25,4,inner,congruent,131.4
25,3,inner,congruent,134.7
25,4,inner,congruent,170.3
25,4,inner,congruent,186.2
25,5,inner,congruent,169.7
25,5,inner,congruent,67.4
25,3,inner,congruent,84.9
25,4,inner,congruent,197.3
25,5,inner,congruent,169.7
25,4,inner,congruent,169.7
25,4,inner,congruent,93.9
25,5,inner,congruent,69.4
25,1,outer,congruent,591.3
25,1,outer,congruent,640.8
25,1,outer,congruent,640.8
25,1,outer,congruent,823.5
25,1,outer,congruent,623.3
25,3,outer,congruent,709
25,2,outer,congruent,440.7
25,1,outer,congruent,403.7
25,5,outer,congruent,179.8
25,3,outer,congruent,201.8
25,5,outer,congruent,226.5
25,5,outer,congruent,187.8
25,5,outer,congruent,197.3
25,6,outer,congruent,226.5
25,1,outer,congruent,320.4
25,3,outer,congruent,320.4
25,3,outer,congruent,226.5
25,3,outer,congruent,320.4
25,3,outer,congruent,171.4
25,2,outer,congruent,207.7
25,3,outer,congruent,95.2
25,4,outer,congruent,114.4
25,4,outer,congruent,106.9
25,4,outer,congruent,114.4
25,4,outer,congruent,77.9
25,3,outer,congruent,77.9
25,3,outer,congruent,77.9
25,4,outer,congruent,147.1
25,1,outer,congruent,360.8
25,1,outer,congruent,508.6
25,1,outer,congruent,320.4
25,1,outer,congruent,508.6
25,4,outer,congruent,179.8
25,4,outer,congruent,197.3
25,4,outer,congruent,174.6
25,5,outer,congruent,218.1
25,1,inner,incongruent,185
25,2,inner,incongruent,55
25,3,inner,incongruent,293.7
25,2,inner,incongruent,370
25,1,inner,incongruent,440
25,1,inner,incongruent,196
25,2,inner,incongruent,246.9
25,2,inner,incongruent,164.8
25,5,inner,incongruent,392
25,2,inner,incongruent,523.3
25,2,inner,incongruent,207.7
25,4,inner,incongruent,130.8
25,4,inner,incongruent,277.2
25,2,inner,incongruent,659.3
25,3,inner,incongruent,587.3
25,4,inner,incongruent,311.1
25,3,inner,incongruent,220
25,2,inner,incongruent,493.9
25,1,inner,incongruent,415.3
25,3,inner,incongruent,1396.9
25,2,inner,incongruent,311.1
25,2,inner,incongruent,293.7
25,3,inner,incongruent,370
25,4,inner,incongruent,207.7
25,1,inner,incongruent,880
25,4,inner,incongruent,293.7
25,3,inner,incongruent,261.6
25,1,inner,incongruent,932.3
25,2,inner,incongruent,880
25,1,inner,incongruent,1244.5
25,3,inner,incongruent,587.3
25,5,inner,incongruent,392
25,1,inner,incongruent,2217.5
25,1,inner,incongruent,932.3
25,1,inner,incongruent,880
25,2,inner,incongruent,698.5
25,1,inner,incongruent,659.3
25,4,inner,incongruent,698.5
25,1,inner,incongruent,1760
25,2,inner,incongruent,1396.9
25,1,inner,incongruent,622.3
25,2,inner,incongruent,698.5
25,1,inner,incongruent,698.5
25,1,inner,incongruent,1318.5
25,3,inner,incongruent,1760
25,1,outer,incongruent,207.7
25,1,outer,incongruent,185
25,1,outer,incongruent,185
25,2,outer,incongruent,146.8
25,1,outer,incongruent,196
25,1,outer,incongruent,174.6
25,5,outer,incongruent,277.2
25,4,outer,incongruent,293.7
25,2,outer,incongruent,659.3
25,2,outer,incongruent,587.3
25,4,outer,incongruent,523.3
25,1,outer,incongruent,659.3
25,1,outer,incongruent,622.3
25,1,outer,incongruent,523.3
25,1,outer,incongruent,370
25,3,outer,incongruent,370
25,1,outer,incongruent,523.3
25,1,outer,incongruent,370
25,1,outer,incongruent,698.5
25,2,outer,incongruent,587.3
25,2,outer,incongruent,1244.5
25,1,outer,incongruent,1046.5
25,1,outer,incongruent,1108.7
25,2,outer,incongruent,1046.5
25,2,outer,incongruent,1568
25,2,outer,incongruent,1568
25,3,outer,incongruent,1568
25,3,outer,incongruent,830.6
25,1,outer,incongruent,329.6
25,3,outer,incongruent,233.1
25,2,outer,incongruent,370
25,1,outer,incongruent,233.1
25,2,outer,incongruent,659.3
25,4,outer,incongruent,622.3
25,5,outer,incongruent,698.5
25,1,outer,incongruent,554.4
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,1,inner,fixed,293.7
25,3,inner,fixed,293.7
25,1,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,1,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,2,inner,fixed,293.7
25,4,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,4,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,1,inner,fixed,293.7
25,5,inner,fixed,293.7
25,4,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,4,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,3,inner,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,3,outer,fixed,293.7
25,1,outer,fixed,293.7
25,4,outer,fixed,293.7
25,3,outer,fixed,293.7
25,3,outer,fixed,293.7
25,5,outer,fixed,293.7
25,3,outer,fixed,293.7
25,5,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,2,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,3,outer,fixed,293.7
25,3,outer,fixed,293.7
25,3,outer,fixed,293.7
25,3,outer,fixed,293.7
25,3,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,1,outer,fixed,293.7
25,5,outer,fixed,293.7
25,4,outer,fixed,293.7
25,4,outer,fixed,293.7
25,4,outer,fixed,293.7
26,2,inner,congruent,640.8
26,3,inner,congruent,2253.9
26,3,inner,congruent,403.7
26,3,inner,congruent,320.4
26,3,inner,congruent,277.2
26,2,inner,congruent,623.3
26,2,inner,congruent,480
26,3,inner,congruent,719.2
26,2,inner,congruent,302.4
26,3,inner,congruent,233.1
26,3,inner,congruent,570.8
26,4,inner,congruent,938.6
26,3,inner,congruent,442
26,2,inner,congruent,185
26,3,inner,congruent,207.7
26,1,inner,congruent,381
26,3,inner,congruent,540.6
26,3,inner,congruent,246.9
26,3,inner,congruent,298.1
26,3,inner,congruent,87.5
26,3,inner,congruent,381
26,3,inner,congruent,416
26,3,inner,congruent,330.2
26,4,inner,congruent,588
26,3,inner,congruent,134.7
26,3,inner,congruent,415.3
26,3,inner,congruent,454.6
26,3,inner,congruent,132.8
26,4,inner,congruent,142.3
26,4,inner,congruent,95.6
26,5,inner,congruent,201.8
26,4,inner,congruent,315.8
26,3,inner,congruent,56.5
26,3,inner,congruent,131.4
26,3,inner,congruent,134.7
26,5,inner,congruent,170.3
26,5,inner,congruent,186.2
26,4,inner,congruent,169.7
26,4,inner,congruent,67.4
26,2,inner,congruent,84.9
26,5,inner,congruent,197.3
26,4,inner,congruent,169.7
26,6,inner,congruent,169.7
26,4,inner,congruent,93.9
26,3,inner,congruent,69.4
26,3,outer,congruent,591.3
26,3,outer,congruent,640.8
26,3,outer,congruent,640.8
26,3,outer,congruent,823.5
26,2,outer,congruent,623.3
26,1,outer,congruent,709
26,2,outer,congruent,440.7
26,1,outer,congruent,403.7
26,5,outer,congruent,179.8
26,6,outer,congruent,201.8
26,5,outer,congruent,226.5
26,5,outer,congruent,187.8
26,5,outer,congruent,197.3
26,5,outer,congruent,226.5
26,3,outer,congruent,320.4
26,3,outer,congruent,320.4
26,3,outer,congruent,226.5
26,3,outer,congruent,320.4
26,2,outer,congruent,171.4
26,3,outer,congruent,207.7
26,2,outer,congruent,95.2
26,3,outer,congruent,114.4
26,2,outer,congruent,106.9
26,3,outer,congruent,114.4
26,3,outer,congruent,77.9
26,3,outer,congruent,77.9
26,3,outer,congruent,77.9
26,3,outer,congruent,147.1
26,3,outer,congruent,360.8
26,3,outer,congruent,508.6
26,3,outer,congruent,320.4
26,3,outer,congruent,508.6
26,4,outer,congruent,179.8
26,5,outer,congruent,197.3
26,4,outer,congruent,174.6
26,5,outer,congruent,218.1
26,2,inner,incongruent,185
26,1,inner,incongruent,55
26,2,inner,incongruent,293.7
26,2,inner,incongruent,370
26,4,inner,incongruent,440
26,2,inner,incongruent,196
26,2,inner,incongruent,246.9
26,2,inner,incongruent,164.8
26,3,inner,incongruent,392
26,3,inner,incongruent,523.3
26,3,inner,incongruent,207.7
26,3,inner,incongruent,130.8
26,3,inner,incongruent,277.2
26,3,inner,incongruent,659.3
26,4,inner,incongruent,587.3
26,3,inner,incongruent,311.1
26,2,inner,incongruent,220
26,3,inner,incongruent,493.9
26,3,inner,incongruent,415.3
26,3,inner,incongruent,1396.9
26,3,inner,incongruent,311.1
26,3,inner,incongruent,293.7
26,4,inner,incongruent,370
26,3,inner,incongruent,207.7
26,3,inner,incongruent,880
26,4,inner,incongruent,293.7
26,5,inner,incongruent,261.6
26,3,inner,incongruent,932.3
26,4,inner,incongruent,880
26,3,inner,incongruent,1244.5
26,2,inner,incongruent,587.3
26,5,inner,incongruent,392
26,1,inner,incongruent,2217.5
26,3,inner,incongruent,932.3
26,3,inner,incongruent,880
26,3,inner,incongruent,698.5
26,4,inner,incongruent,659.3
26,3,inner,incongruent,698.5
26,3,inner,incongruent,1760
26,3,inner,incongruent,1396.9
26,3,inner,incongruent,622.3
26,2,inner,incongruent,698.5
26,3,inner,incongruent,698.5
26,3,inner,incongruent,1318.5
26,2,inner,incongruent,1760
26,2,outer,incongruent,207.7
26,3,outer,incongruent,185
26,2,outer,incongruent,185
26,2,outer,incongruent,146.8
26,2,outer,incongruent,196
26,2,outer,incongruent,174.6
26,2,outer,incongruent,277.2
26,1,outer,incongruent,293.7
26,1,outer,incongruent,659.3
26,1,outer,incongruent,587.3
26,3,outer,incongruent,523.3
26,2,outer,incongruent,659.3
26,2,outer,incongruent,622.3
26,3,outer,incongruent,523.3
26,4,outer,incongruent,370
26,3,outer,incongruent,370
26,3,outer,incongruent,523.3
26,3,outer,incongruent,370
26,4,outer,incongruent,698.5
26,5,outer,incongruent,587.3
26,3,outer,incongruent,1244.5
26,4,outer,incongruent,1046.5
26,3,outer,incongruent,1108.7
26,3,outer,incongruent,1046.5
26,3,outer,incongruent,1568
26,3,outer,incongruent,1568
26,4,outer,incongruent,1568
26,4,outer,incongruent,830.6
26,3,outer,incongruent,329.6
26,2,outer,incongruent,233.1
26,2,outer,incongruent,370
26,2,outer,incongruent,233.1
26,3,outer,incongruent,659.3
26,4,outer,incongruent,622.3
26,4,outer,incongruent,698.5
26,4,outer,incongruent,554.4
26,3,inner,fixed,293.7
26,2,inner,fixed,293.7
26,2,inner,fixed,293.7
26,2,inner,fixed,293.7
26,2,inner,fixed,293.7
26,2,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,2,inner,fixed,293.7
26,2,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,2,inner,fixed,293.7
26,2,inner,fixed,293.7
26,3,inner,fixed,293.7
26,4,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,2,inner,fixed,293.7
26,3,inner,fixed,293.7
26,4,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,5,inner,fixed,293.7
26,4,inner,fixed,293.7
26,3,inner,fixed,293.7
26,3,inner,fixed,293.7
26,5,inner,fixed,293.7
26,4,inner,fixed,293.7
26,5,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,5,inner,fixed,293.7
26,5,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,4,inner,fixed,293.7
26,3,inner,fixed,293.7
26,2,outer,fixed,293.7
26,2,outer,fixed,293.7
26,2,outer,fixed,293.7
26,2,outer,fixed,293.7
26,2,outer,fixed,293.7
26,1,outer,fixed,293.7
26,2,outer,fixed,293.7
26,2,outer,fixed,293.7
26,4,outer,fixed,293.7
26,3,outer,fixed,293.7
26,4,outer,fixed,293.7
26,4,outer,fixed,293.7
26,5,outer,fixed,293.7
26,5,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,3,outer,fixed,293.7
26,5,outer,fixed,293.7
26,3,outer,fixed,293.7
26,4,outer,fixed,293.7
26,4,outer,fixed,293.7
26,5,outer,fixed,293.7
26,2,outer,fixed,293.7
26,3,outer,fixed,293.7
26,2,outer,fixed,293.7
26,2,outer,fixed,293.7
26,4,outer,fixed,293.7
26,5,outer,fixed,293.7
26,5,outer,fixed,293.7
26,4,outer,fixed,293.7
27,2.25,inner,congruent,640.8
27,2.25,inner,congruent,2253.9
27,3.5,inner,congruent,403.7
27,3.5,inner,congruent,320.4
27,3.5,inner,congruent,277.2
27,2.25,inner,congruent,623.3
27,2.25,inner,congruent,480
27,2.25,inner,congruent,719.2
27,3.5,inner,congruent,302.4
27,3.5,inner,congruent,233.1
27,3.5,inner,congruent,570.8
27,1,inner,congruent,938.6
27,3.5,inner,congruent,442
27,3.5,inner,congruent,185
27,2.25,inner,congruent,207.7
27,1,inner,congruent,381
27,3.5,inner,congruent,540.6
27,3.5,inner,congruent,246.9
27,2.25,inner,congruent,298.1
27,4.75,inner,congruent,87.5
27,2.25,inner,congruent,381
27,3.5,inner,congruent,416
27,4.75,inner,congruent,330.2
27,4.75,inner,congruent,588
27,3.5,inner,congruent,134.7
27,4.75,inner,congruent,415.3
27,3.5,inner,congruent,454.6
27,4.75,inner,congruent,132.8
27,3.5,inner,congruent,142.3
27,6,inner,congruent,95.6
27,4.75,inner,congruent,201.8
27,2.25,inner,congruent,315.8
27,6,inner,congruent,56.5
27,6,inner,congruent,131.4
27,3.5,inner,congruent,134.7
27,3.5,inner,congruent,170.3
27,3.5,inner,congruent,186.2
27,3.5,inner,congruent,169.7
27,6,inner,congruent,67.4
27,3.5,inner,congruent,84.9
27,4.75,inner,congruent,197.3
27,4.75,inner,congruent,169.7
27,3.5,inner,congruent,169.7
27,4.75,inner,congruent,93.9
27,6,inner,congruent,69.4
27,2.25,outer,congruent,591.3
27,1,outer,congruent,640.8
27,2.25,outer,congruent,640.8
27,1,outer,congruent,823.5
27,2.25,outer,congruent,623.3
27,2.25,outer,congruent,709
27,3.5,outer,congruent,440.7
27,1,outer,congruent,403.7
27,3.5,outer,congruent,179.8
27,2.25,outer,congruent,201.8
27,4.75,outer,congruent,226.5
27,4.75,outer,congruent,187.8
27,4.75,outer,congruent,197.3
27,4.75,outer,congruent,226.5
27,2.25,outer,congruent,320.4
27,3.5,outer,congruent,320.4
27,3.5,outer,congruent,226.5
27,2.25,outer,congruent,320.4
27,3.5,outer,congruent,171.4
27,3.5,outer,congruent,207.7
27,2.25,outer,congruent,95.2
27,3.5,outer,congruent,114.4
27,2.25,outer,congruent,106.9
27,3.5,outer,congruent,114.4
27,3.5,outer,congruent,77.9
27,2.25,outer,congruent,77.9
27,4.75,outer,congruent,77.9
27,4.75,outer,congruent,147.1
27,3.5,outer,congruent,360.8
27,1,outer,congruent,508.6
27,2.25,outer,congruent,320.4
27,3.5,outer,congruent,508.6
27,4.75,outer,congruent,179.8
27,3.5,outer,congruent,197.3
27,4.75,outer,congruent,174.6
27,3.5,outer,congruent,218.1
27,3.5,inner,incongruent,185
27,6,inner,incongruent,55
27,2.25,inner,incongruent,293.7
27,4.75,inner,incongruent,370
27,3.5,inner,incongruent,440
27,2.25,inner,incongruent,196
27,3.5,inner,incongruent,246.9
27,2.25,inner,incongruent,164.8
27,3.5,inner,incongruent,392
