"participants","pitch","condition","instrument","response","withinRange","noteIdx"
36,233.081880759045,"LRSE","vocal",3.5,1,8
36,233.081880759045,"MRSE","vocal",3.5,1,8
36,233.081880759045,"HRSE","vocal",2.25,1,8
36,233.081880759045,"congr.","vocal",4.75,1,8
36,293.664767917408,"LRSE","vocal",4.75,1,9
36,293.664767917408,"MRSE","vocal",4.75,1,9
36,293.664767917408,"HRSE","vocal",2.25,1,9
36,293.664767917408,"congr.","vocal",4.75,1,9
36,369.994422711635,"LRSE","vocal",3.5,1,10
36,369.994422711635,"MRSE","vocal",4.75,1,10
36,369.994422711635,"HRSE","vocal",3.5,1,10
36,369.994422711635,"congr.","vocal",4.75,1,10
36,466.163761518091,"LRSE","vocal",6,1,11
36,466.163761518091,"MRSE","vocal",4.75,1,11
36,466.163761518091,"HRSE","vocal",2.25,1,11
36,466.163761518091,"congr.","vocal",6,1,11
36,587.329535834816,"LRSE","vocal",6,1,12
36,587.329535834816,"MRSE","vocal",3.5,1,12
36,587.329535834816,"HRSE","vocal",2.25,1,12
36,587.329535834816,"congr.","vocal",6,1,12
36,739.98884542327,"LRSE","vocal",3.5,1,13
36,739.98884542327,"MRSE","vocal",3.5,1,13
36,739.98884542327,"HRSE","vocal",3.5,1,13
36,739.98884542327,"congr.","vocal",3.5,1,13
36,932.327523036181,"LRSE","vocal",2.25,0,14
36,932.327523036181,"MRSE","vocal",2.25,0,14
36,932.327523036181,"HRSE","vocal",2.25,0,14
36,932.327523036181,"congr.","vocal",NA,0,14
36,1174.65907166963,"LRSE","vocal",3.5,0,15
36,1174.65907166963,"MRSE","vocal",2.25,0,15
36,1174.65907166963,"HRSE","vocal",2.25,0,15
36,1174.65907166963,"congr.","vocal",NA,0,15
36,1479.97769084654,"LRSE","vocal",2.25,0,16
36,1479.97769084654,"MRSE","vocal",3.5,0,16
36,1479.97769084654,"HRSE","vocal",2.25,0,16
36,1479.97769084654,"congr.","vocal",NA,0,16
36,1864.65504607236,"LRSE","vocal",2.25,0,17
36,1864.65504607236,"MRSE","vocal",2.25,0,17
36,1864.65504607236,"HRSE","vocal",2.25,0,17
36,1864.65504607236,"congr.","vocal",NA,0,17
36,2349.31814333926,"LRSE","vocal",2.25,0,18
36,2349.31814333926,"MRSE","vocal",2.25,0,18
36,2349.31814333926,"HRSE","vocal",2.25,0,18
36,2349.31814333926,"congr.","vocal",NA,0,18
36,2959.95538169308,"LRSE","vocal",2.25,0,19
36,2959.95538169308,"MRSE","vocal",2.25,0,19
36,2959.95538169308,"HRSE","vocal",2.25,0,19
36,2959.95538169308,"congr.","vocal",NA,0,19
37,46.2493028389544,"LRSE","vocal",2,0,1
37,46.2493028389544,"MRSE","vocal",2,0,1
37,46.2493028389544,"HRSE","vocal",2,0,1
37,46.2493028389544,"congr.","vocal",NA,0,1
37,58.2704701897613,"LRSE","vocal",2,0,2
37,58.2704701897613,"MRSE","vocal",1,0,2
37,58.2704701897613,"HRSE","vocal",2,0,2
37,58.2704701897613,"congr.","vocal",NA,0,2
37,73.416191979352,"LRSE","vocal",2,0,3
37,73.416191979352,"MRSE","vocal",2,0,3
37,73.416191979352,"HRSE","vocal",2,0,3
37,73.416191979352,"congr.","vocal",NA,0,3
37,92.4986056779087,"LRSE","vocal",2,0,4
37,92.4986056779087,"MRSE","vocal",2,0,4
37,92.4986056779087,"HRSE","vocal",1,0,4
37,92.4986056779087,"congr.","vocal",NA,0,4
37,116.540940379523,"LRSE","vocal",1,0,5
37,116.540940379523,"MRSE","vocal",2,0,5
37,116.540940379523,"HRSE","vocal",2,0,5
37,116.540940379523,"congr.","vocal",NA,0,5
37,146.832383958704,"LRSE","vocal",2,0,6
37,146.832383958704,"MRSE","vocal",2,0,6
37,146.832383958704,"HRSE","vocal",2,0,6
37,146.832383958704,"congr.","vocal",NA,0,6
37,184.997211355817,"LRSE","vocal",2,1,7
37,184.997211355817,"MRSE","vocal",1,1,7
37,184.997211355817,"HRSE","vocal",2,1,7
37,184.997211355817,"congr.","vocal",1,1,7
37,233.081880759045,"LRSE","vocal",3,1,8
37,233.081880759045,"MRSE","vocal",2,1,8
37,233.081880759045,"HRSE","vocal",2,1,8
37,233.081880759045,"congr.","vocal",3,1,8
37,293.664767917408,"LRSE","vocal",2,1,9
37,293.664767917408,"MRSE","vocal",2,1,9
37,293.664767917408,"HRSE","vocal",2,1,9
37,293.664767917408,"congr.","vocal",4,1,9
37,369.994422711635,"LRSE","vocal",5,1,10
37,369.994422711635,"MRSE","vocal",3,1,10
37,369.994422711635,"HRSE","vocal",2,1,10
37,369.994422711635,"congr.","vocal",4,1,10
37,466.163761518091,"LRSE","vocal",5,1,11
37,466.163761518091,"MRSE","vocal",5,1,11
37,466.163761518091,"HRSE","vocal",1,1,11
37,466.163761518091,"congr.","vocal",5,1,11
37,587.329535834816,"LRSE","vocal",5,1,12
37,587.329535834816,"MRSE","vocal",2,1,12
37,587.329535834816,"HRSE","vocal",3,1,12
37,587.329535834816,"congr.","vocal",5,1,12
37,739.98884542327,"LRSE","vocal",4,1,13
37,739.98884542327,"MRSE","vocal",1,1,13
37,739.98884542327,"HRSE","vocal",3,1,13
37,739.98884542327,"congr.","vocal",4,1,13
37,932.327523036181,"LRSE","vocal",2,0,14
37,932.327523036181,"MRSE","vocal",1,0,14
37,932.327523036181,"HRSE","vocal",3,0,14
37,932.327523036181,"congr.","vocal",NA,0,14
37,1174.65907166963,"LRSE","vocal",3,0,15
37,1174.65907166963,"MRSE","vocal",1,0,15
37,1174.65907166963,"HRSE","vocal",1,0,15
37,1174.65907166963,"congr.","vocal",NA,0,15
37,1479.97769084654,"LRSE","vocal",1,0,16
37,1479.97769084654,"MRSE","vocal",1,0,16
37,1479.97769084654,"HRSE","vocal",2,0,16
37,1479.97769084654,"congr.","vocal",NA,0,16
37,1864.65504607236,"LRSE","vocal",1,0,17
37,1864.65504607236,"MRSE","vocal",1,0,17
37,1864.65504607236,"HRSE","vocal",1,0,17
37,1864.65504607236,"congr.","vocal",NA,0,17
37,2349.31814333926,"LRSE","vocal",1,0,18
37,2349.31814333926,"MRSE","vocal",1,0,18
37,2349.31814333926,"HRSE","vocal",1,0,18
37,2349.31814333926,"congr.","vocal",NA,0,18
37,2959.95538169308,"LRSE","vocal",1,0,19
37,2959.95538169308,"MRSE","vocal",1,0,19
37,2959.95538169308,"HRSE","vocal",1,0,19
37,2959.95538169308,"congr.","vocal",NA,0,19
38,46.2493028389544,"LRSE","vocal",3.5,0,1
38,46.2493028389544,"MRSE","vocal",3.5,0,1
38,46.2493028389544,"HRSE","vocal",1,0,1
38,46.2493028389544,"congr.","vocal",NA,0,1
38,58.2704701897613,"LRSE","vocal",3.5,0,2
38,58.2704701897613,"MRSE","vocal",4.75,0,2
38,58.2704701897613,"HRSE","vocal",1,0,2
38,58.2704701897613,"congr.","vocal",NA,0,2
38,73.416191979352,"LRSE","vocal",3.5,0,3
38,73.416191979352,"MRSE","vocal",4.75,0,3
38,73.416191979352,"HRSE","vocal",2.25,0,3
38,73.416191979352,"congr.","vocal",NA,0,3
38,92.4986056779087,"LRSE","vocal",4.75,0,4
38,92.4986056779087,"MRSE","vocal",2.25,0,4
38,92.4986056779087,"HRSE","vocal",2.25,0,4
38,92.4986056779087,"congr.","vocal",NA,0,4
38,116.540940379523,"LRSE","vocal",3.5,0,5
38,116.540940379523,"MRSE","vocal",4.75,0,5
38,116.540940379523,"HRSE","vocal",2.25,0,5
38,116.540940379523,"congr.","vocal",NA,0,5
38,146.832383958704,"LRSE","vocal",2.25,0,6
38,146.832383958704,"MRSE","vocal",2.25,0,6
38,146.832383958704,"HRSE","vocal",2.25,0,6
38,146.832383958704,"congr.","vocal",NA,0,6
38,184.997211355817,"LRSE","vocal",2.25,1,7
38,184.997211355817,"MRSE","vocal",2.25,1,7
38,184.997211355817,"HRSE","vocal",2.25,1,7
38,184.997211355817,"congr.","vocal",2.25,1,7
38,233.081880759045,"LRSE","vocal",4.75,1,8
38,233.081880759045,"MRSE","vocal",2.25,1,8
38,233.081880759045,"HRSE","vocal",2.25,1,8
38,233.081880759045,"congr.","vocal",2.25,1,8
38,293.664767917408,"LRSE","vocal",2.25,1,9
38,293.664767917408,"MRSE","vocal",3.5,1,9
38,293.664767917408,"HRSE","vocal",2.25,1,9
38,293.664767917408,"congr.","vocal",2.25,1,9
38,369.994422711635,"LRSE","vocal",3.5,1,10
38,369.994422711635,"MRSE","vocal",3.5,1,10
38,369.994422711635,"HRSE","vocal",2.25,1,10
38,369.994422711635,"congr.","vocal",3.5,1,10
38,466.163761518091,"LRSE","vocal",3.5,1,11
38,466.163761518091,"MRSE","vocal",2.25,1,11
38,466.163761518091,"HRSE","vocal",1,1,11
38,466.163761518091,"congr.","vocal",3.5,1,11
38,587.329535834816,"LRSE","vocal",2.25,1,12
38,587.329535834816,"MRSE","vocal",2.25,1,12
38,587.329535834816,"HRSE","vocal",2.25,1,12
38,587.329535834816,"congr.","vocal",3.5,1,12
38,739.98884542327,"LRSE","vocal",3.5,1,13
38,739.98884542327,"MRSE","vocal",2.25,1,13
38,739.98884542327,"HRSE","vocal",2.25,1,13
38,739.98884542327,"congr.","vocal",2.25,1,13
38,932.327523036181,"LRSE","vocal",2.25,0,14
38,932.327523036181,"MRSE","vocal",2.25,0,14
38,932.327523036181,"HRSE","vocal",2.25,0,14
38,932.327523036181,"congr.","vocal",NA,0,14
38,1174.65907166963,"LRSE","vocal",1,0,15
38,1174.65907166963,"MRSE","vocal",2.25,0,15
38,1174.65907166963,"HRSE","vocal",1,0,15
38,1174.65907166963,"congr.","vocal",NA,0,15
38,1479.97769084654,"LRSE","vocal",2.25,0,16
38,1479.97769084654,"MRSE","vocal",1,0,16
38,1479.97769084654,"HRSE","vocal",1,0,16
38,1479.97769084654,"congr.","vocal",NA,0,16
38,1864.65504607236,"LRSE","vocal",1,0,17
38,1864.65504607236,"MRSE","vocal",1,0,17
38,1864.65504607236,"HRSE","vocal",1,0,17
38,1864.65504607236,"congr.","vocal",NA,0,17
38,2349.31814333926,"LRSE","vocal",1,0,18
38,2349.31814333926,"MRSE","vocal",1,0,18
38,2349.31814333926,"HRSE","vocal",1,0,18
38,2349.31814333926,"congr.","vocal",NA,0,18
38,2959.95538169308,"LRSE","vocal",1,0,19
38,2959.95538169308,"MRSE","vocal",1,0,19
38,2959.95538169308,"HRSE","vocal",1,0,19
38,2959.95538169308,"congr.","vocal",NA,0,19
1,46.2493028389544,"LRSE","clarinet",2,0,1
1,46.2493028389544,"MRSE","clarinet",2,0,1
1,46.2493028389544,"HRSE","clarinet",1,0,1
1,46.2493028389544,"congr.","clarinet",NA,0,1
1,58.2704701897613,"LRSE","clarinet",2,0,2
1,58.2704701897613,"MRSE","clarinet",2,0,2
1,58.2704701897613,"HRSE","clarinet",1,0,2
1,58.2704701897613,"congr.","clarinet",NA,0,2
1,73.416191979352,"LRSE","clarinet",3,0,3
1,73.416191979352,"MRSE","clarinet",2,0,3
1,73.416191979352,"HRSE","clarinet",2,0,3
1,73.416191979352,"congr.","clarinet",NA,0,3
1,92.4986056779087,"LRSE","clarinet",3,0,4
1,92.4986056779087,"MRSE","clarinet",3,0,4
1,92.4986056779087,"HRSE","clarinet",2,0,4
1,92.4986056779087,"congr.","clarinet",NA,0,4
1,116.540940379523,"LRSE","clarinet",4,0,5
1,116.540940379523,"MRSE","clarinet",4,0,5
1,116.540940379523,"HRSE","clarinet",3,0,5
1,116.540940379523,"congr.","clarinet",NA,0,5
1,146.832383958704,"LRSE","clarinet",4,1,6
1,146.832383958704,"MRSE","clarinet",3,1,6
1,146.832383958704,"HRSE","clarinet",2,1,6
1,146.832383958704,"congr.","clarinet",3,1,6
1,184.997211355817,"LRSE","clarinet",5,1,7
1,184.997211355817,"MRSE","clarinet",3,1,7
1,184.997211355817,"HRSE","clarinet",2,1,7
1,184.997211355817,"congr.","clarinet",3,1,7
1,233.081880759045,"LRSE","clarinet",3,1,8
1,233.081880759045,"MRSE","clarinet",3,1,8
1,233.081880759045,"HRSE","clarinet",3,1,8
1,233.081880759045,"congr.","clarinet",5,1,8
1,293.664767917408,"LRSE","clarinet",4,1,9
1,293.664767917408,"MRSE","clarinet",4,1,9
1,293.664767917408,"HRSE","clarinet",2,1,9
1,293.664767917408,"congr.","clarinet",5,1,9
1,369.994422711635,"LRSE","clarinet",4,1,10
1,369.994422711635,"MRSE","clarinet",4,1,10
1,369.994422711635,"HRSE","clarinet",4,1,10
1,369.994422711635,"congr.","clarinet",5,1,10
1,466.163761518091,"LRSE","clarinet",3,1,11
1,466.163761518091,"MRSE","clarinet",4,1,11
1,466.163761518091,"HRSE","clarinet",4,1,11
1,466.163761518091,"congr.","clarinet",4,1,11
1,587.329535834816,"LRSE","clarinet",5,1,12
1,587.329535834816,"MRSE","clarinet",3,1,12
1,587.329535834816,"HRSE","clarinet",4,1,12
1,587.329535834816,"congr.","clarinet",4,1,12
1,739.98884542327,"LRSE","clarinet",5,1,13
1,739.98884542327,"MRSE","clarinet",5,1,13
1,739.98884542327,"HRSE","clarinet",4,1,13
1,739.98884542327,"congr.","clarinet",5,1,13
1,932.327523036181,"LRSE","clarinet",4,1,14
1,932.327523036181,"MRSE","clarinet",4,1,14
1,932.327523036181,"HRSE","clarinet",4,1,14
1,932.327523036181,"congr.","clarinet",5,1,14
1,1174.65907166963,"LRSE","clarinet",3,1,15
1,1174.65907166963,"MRSE","clarinet",3,1,15
1,1174.65907166963,"HRSE","clarinet",3,1,15
1,1174.65907166963,"congr.","clarinet",4,1,15
1,1479.97769084654,"LRSE","clarinet",3,1,16
1,1479.97769084654,"MRSE","clarinet",3,1,16
1,1479.97769084654,"HRSE","clarinet",3,1,16
1,1479.97769084654,"congr.","clarinet",3,1,16
1,1864.65504607236,"LRSE","clarinet",2,0,17
1,1864.65504607236,"MRSE","clarinet",3,0,17
1,1864.65504607236,"HRSE","clarinet",2,0,17
1,1864.65504607236,"congr.","clarinet",NA,0,17
1,2349.31814333926,"LRSE","clarinet",2,0,18
1,2349.31814333926,"MRSE","clarinet",3,0,18
1,2349.31814333926,"HRSE","clarinet",3,0,18
1,2349.31814333926,"congr.","clarinet",NA,0,18
1,2959.95538169308,"LRSE","clarinet",2,0,19
1,2959.95538169308,"MRSE","clarinet",2,0,19
1,2959.95538169308,"HRSE","clarinet",3,0,19
1,2959.95538169308,"congr.","clarinet",NA,0,19
2,46.2493028389544,"LRSE","clarinet",2,0,1
2,46.2493028389544,"MRSE","clarinet",2,0,1
2,46.2493028389544,"HRSE","clarinet",2,0,1
2,46.2493028389544,"congr.","clarinet",NA,0,1
2,58.2704701897613,"LRSE","clarinet",2,0,2
2,58.2704701897613,"MRSE","clarinet",2,0,2
2,58.2704701897613,"HRSE","clarinet",1,0,2
2,58.2704701897613,"congr.","clarinet",NA,0,2
2,73.416191979352,"LRSE","clarinet",4,0,3
2,73.416191979352,"MRSE","clarinet",2,0,3
2,73.416191979352,"HRSE","clarinet",2,0,3
2,73.416191979352,"congr.","clarinet",NA,0,3
2,92.4986056779087,"LRSE","clarinet",2,0,4
2,92.4986056779087,"MRSE","clarinet",3,0,4
2,92.4986056779087,"HRSE","clarinet",2,0,4
2,92.4986056779087,"congr.","clarinet",NA,0,4
2,116.540940379523,"LRSE","clarinet",5,0,5
2,116.540940379523,"MRSE","clarinet",3,0,5
2,116.540940379523,"HRSE","clarinet",3,0,5
2,116.540940379523,"congr.","clarinet",NA,0,5
2,146.832383958704,"LRSE","clarinet",5,1,6
2,146.832383958704,"MRSE","clarinet",3,1,6
2,146.832383958704,"HRSE","clarinet",2,1,6
2,146.832383958704,"congr.","clarinet",4,1,6
2,184.997211355817,"LRSE","clarinet",4,1,7
2,184.997211355817,"MRSE","clarinet",4,1,7
2,184.997211355817,"HRSE","clarinet",2,1,7
2,184.997211355817,"congr.","clarinet",4,1,7
2,233.081880759045,"LRSE","clarinet",3,1,8
2,233.081880759045,"MRSE","clarinet",3,1,8
2,233.081880759045,"HRSE","clarinet",2,1,8
2,233.081880759045,"congr.","clarinet",4,1,8
2,293.664767917408,"LRSE","clarinet",2,1,9
2,293.664767917408,"MRSE","clarinet",3,1,9
2,293.664767917408,"HRSE","clarinet",2,1,9
2,293.664767917408,"congr.","clarinet",3,1,9
2,369.994422711635,"LRSE","clarinet",4,1,10
2,369.994422711635,"MRSE","clarinet",4,1,10
2,369.994422711635,"HRSE","clarinet",2,1,10
2,369.994422711635,"congr.","clarinet",3,1,10
2,466.163761518091,"LRSE","clarinet",5,1,11
2,466.163761518091,"MRSE","clarinet",3,1,11
2,466.163761518091,"HRSE","clarinet",2,1,11
2,466.163761518091,"congr.","clarinet",5,1,11
2,587.329535834816,"LRSE","clarinet",5,1,12
2,587.329535834816,"MRSE","clarinet",3,1,12
2,587.329535834816,"HRSE","clarinet",4,1,12
2,587.329535834816,"congr.","clarinet",3,1,12
2,739.98884542327,"LRSE","clarinet",4,1,13
2,739.98884542327,"MRSE","clarinet",4,1,13
2,739.98884542327,"HRSE","clarinet",4,1,13
2,739.98884542327,"congr.","clarinet",4,1,13
2,932.327523036181,"LRSE","clarinet",3,1,14
2,932.327523036181,"MRSE","clarinet",4,1,14
2,932.327523036181,"HRSE","clarinet",4,1,14
2,932.327523036181,"congr.","clarinet",4,1,14
2,1174.65907166963,"LRSE","clarinet",4,1,15
2,1174.65907166963,"MRSE","clarinet",2,1,15
2,1174.65907166963,"HRSE","clarinet",4,1,15
2,1174.65907166963,"congr.","clarinet",3,1,15
2,1479.97769084654,"LRSE","clarinet",2,1,16
2,1479.97769084654,"MRSE","clarinet",3,1,16
2,1479.97769084654,"HRSE","clarinet",2,1,16
2,1479.97769084654,"congr.","clarinet",2,1,16
2,1864.65504607236,"LRSE","clarinet",2,0,17
2,1864.65504607236,"MRSE","clarinet",3,0,17
2,1864.65504607236,"HRSE","clarinet",2,0,17
2,1864.65504607236,"congr.","clarinet",NA,0,17
2,2349.31814333926,"LRSE","clarinet",1,0,18
2,2349.31814333926,"MRSE","clarinet",3,0,18
2,2349.31814333926,"HRSE","clarinet",1,0,18
2,2349.31814333926,"congr.","clarinet",NA,0,18
2,2959.95538169308,"LRSE","clarinet",1,0,19
2,2959.95538169308,"MRSE","clarinet",1,0,19
2,2959.95538169308,"HRSE","clarinet",1,0,19
2,2959.95538169308,"congr.","clarinet",NA,0,19
3,46.2493028389544,"LRSE","clarinet",2,0,1
3,46.2493028389544,"MRSE","clarinet",3,0,1
3,46.2493028389544,"HRSE","clarinet",1,0,1
3,46.2493028389544,"congr.","clarinet",NA,0,1
3,58.2704701897613,"LRSE","clarinet",2,0,2
3,58.2704701897613,"MRSE","clarinet",4,0,2
3,58.2704701897613,"HRSE","clarinet",2,0,2
3,58.2704701897613,"congr.","clarinet",NA,0,2
3,73.416191979352,"LRSE","clarinet",4,0,3
3,73.416191979352,"MRSE","clarinet",3,0,3
3,73.416191979352,"HRSE","clarinet",1,0,3
3,73.416191979352,"congr.","clarinet",NA,0,3
3,92.4986056779087,"LRSE","clarinet",1,0,4
3,92.4986056779087,"MRSE","clarinet",2,0,4
3,92.4986056779087,"HRSE","clarinet",1,0,4
3,92.4986056779087,"congr.","clarinet",NA,0,4
3,116.540940379523,"LRSE","clarinet",4,0,5
3,116.540940379523,"MRSE","clarinet",3,0,5
3,116.540940379523,"HRSE","clarinet",1,0,5
3,116.540940379523,"congr.","clarinet",NA,0,5
3,146.832383958704,"LRSE","clarinet",2,1,6
3,146.832383958704,"MRSE","clarinet",5,1,6
3,146.832383958704,"HRSE","clarinet",4,1,6
3,146.832383958704,"congr.","clarinet",2,1,6
3,184.997211355817,"LRSE","clarinet",3,1,7
3,184.997211355817,"MRSE","clarinet",5,1,7
3,184.997211355817,"HRSE","clarinet",3,1,7
3,184.997211355817,"congr.","clarinet",2,1,7
3,233.081880759045,"LRSE","clarinet",3,1,8
3,233.081880759045,"MRSE","clarinet",4,1,8
3,233.081880759045,"HRSE","clarinet",4,1,8
3,233.081880759045,"congr.","clarinet",3,1,8
3,293.664767917408,"LRSE","clarinet",3,1,9
3,293.664767917408,"MRSE","clarinet",2,1,9
3,293.664767917408,"HRSE","clarinet",3,1,9
3,293.664767917408,"congr.","clarinet",4,1,9
3,369.994422711635,"LRSE","clarinet",2,1,10
3,369.994422711635,"MRSE","clarinet",2,1,10
3,369.994422711635,"HRSE","clarinet",3,1,10
3,369.994422711635,"congr.","clarinet",5,1,10
3,466.163761518091,"LRSE","clarinet",1,1,11
3,466.163761518091,"MRSE","clarinet",3,1,11
3,466.163761518091,"HRSE","clarinet",1,1,11
3,466.163761518091,"congr.","clarinet",5,1,11
3,587.329535834816,"LRSE","clarinet",5,1,12
3,587.329535834816,"MRSE","clarinet",3,1,12
3,587.329535834816,"HRSE","clarinet",3,1,12
3,587.329535834816,"congr.","clarinet",5,1,12
3,739.98884542327,"LRSE","clarinet",3,1,13
3,739.98884542327,"MRSE","clarinet",2,1,13
3,739.98884542327,"HRSE","clarinet",3,1,13
3,739.98884542327,"congr.","clarinet",1,1,13
3,932.327523036181,"LRSE","clarinet",2,1,14
3,932.327523036181,"MRSE","clarinet",3,1,14
3,932.327523036181,"HRSE","clarinet",2,1,14
3,932.327523036181,"congr.","clarinet",1,1,14
3,1174.65907166963,"LRSE","clarinet",2,1,15
3,1174.65907166963,"MRSE","clarinet",2,1,15
3,1174.65907166963,"HRSE","clarinet",3,1,15
3,1174.65907166963,"congr.","clarinet",2,1,15
3,1479.97769084654,"LRSE","clarinet",2,1,16
3,1479.97769084654,"MRSE","clarinet",2,1,16
3,1479.97769084654,"HRSE","clarinet",2,1,16
3,1479.97769084654,"congr.","clarinet",1,1,16
3,1864.65504607236,"LRSE","clarinet",4,0,17
3,1864.65504607236,"MRSE","clarinet",3,0,17
3,1864.65504607236,"HRSE","clarinet",2,0,17
3,1864.65504607236,"congr.","clarinet",NA,0,17
3,2349.31814333926,"LRSE","clarinet",2,0,18
3,2349.31814333926,"MRSE","clarinet",1,0,18
3,2349.31814333926,"HRSE","clarinet",2,0,18
3,2349.31814333926,"congr.","clarinet",NA,0,18
3,2959.95538169308,"LRSE","clarinet",1,0,19
3,2959.95538169308,"MRSE","clarinet",1,0,19
3,2959.95538169308,"HRSE","clarinet",3,0,19
3,2959.95538169308,"congr.","clarinet",NA,0,19
4,46.2493028389544,"LRSE","clarinet",1,0,1
4,46.2493028389544,"MRSE","clarinet",1,0,1
4,46.2493028389544,"HRSE","clarinet",1,0,1
4,46.2493028389544,"congr.","clarinet",NA,0,1
4,58.2704701897613,"LRSE","clarinet",1,0,2
4,58.2704701897613,"MRSE","clarinet",1,0,2
4,58.2704701897613,"HRSE","clarinet",1,0,2
4,58.2704701897613,"congr.","clarinet",NA,0,2
4,73.416191979352,"LRSE","clarinet",2,0,3
4,73.416191979352,"MRSE","clarinet",1,0,3
4,73.416191979352,"HRSE","clarinet",1,0,3
4,73.416191979352,"congr.","clarinet",NA,0,3
4,92.4986056779087,"LRSE","clarinet",2,0,4
4,92.4986056779087,"MRSE","clarinet",2,0,4
4,92.4986056779087,"HRSE","clarinet",1,0,4
4,92.4986056779087,"congr.","clarinet",NA,0,4
4,116.540940379523,"LRSE","clarinet",2,0,5
4,116.540940379523,"MRSE","clarinet",2,0,5
4,116.540940379523,"HRSE","clarinet",2,0,5
4,116.540940379523,"congr.","clarinet",NA,0,5
4,146.832383958704,"LRSE","clarinet",2,1,6
4,146.832383958704,"MRSE","clarinet",3,1,6
4,146.832383958704,"HRSE","clarinet",3,1,6
4,146.832383958704,"congr.","clarinet",3,1,6
4,184.997211355817,"LRSE","clarinet",3,1,7
4,184.997211355817,"MRSE","clarinet",3,1,7
4,184.997211355817,"HRSE","clarinet",2,1,7
4,184.997211355817,"congr.","clarinet",3,1,7
4,233.081880759045,"LRSE","clarinet",2,1,8
4,233.081880759045,"MRSE","clarinet",2,1,8
4,233.081880759045,"HRSE","clarinet",3,1,8
4,233.081880759045,"congr.","clarinet",4,1,8
4,293.664767917408,"LRSE","clarinet",2,1,9
4,293.664767917408,"MRSE","clarinet",5,1,9
4,293.664767917408,"HRSE","clarinet",4,1,9
4,293.664767917408,"congr.","clarinet",4,1,9
4,369.994422711635,"LRSE","clarinet",3,1,10
4,369.994422711635,"MRSE","clarinet",4,1,10
4,369.994422711635,"HRSE","clarinet",3,1,10
4,369.994422711635,"congr.","clarinet",3,1,10
4,466.163761518091,"LRSE","clarinet",6,1,11
4,466.163761518091,"MRSE","clarinet",5,1,11
4,466.163761518091,"HRSE","clarinet",2,1,11
4,466.163761518091,"congr.","clarinet",3,1,11
4,587.329535834816,"LRSE","clarinet",3,1,12
4,587.329535834816,"MRSE","clarinet",2,1,12
4,587.329535834816,"HRSE","clarinet",3,1,12
4,587.329535834816,"congr.","clarinet",3,1,12
4,739.98884542327,"LRSE","clarinet",4,1,13
4,739.98884542327,"MRSE","clarinet",3,1,13
4,739.98884542327,"HRSE","clarinet",3,1,13
4,739.98884542327,"congr.","clarinet",3,1,13
4,932.327523036181,"LRSE","clarinet",5,1,14
4,932.327523036181,"MRSE","clarinet",4,1,14
4,932.327523036181,"HRSE","clarinet",4,1,14
4,932.327523036181,"congr.","clarinet",5,1,14
4,1174.65907166963,"LRSE","clarinet",5,1,15
4,1174.65907166963,"MRSE","clarinet",3,1,15
4,1174.65907166963,"HRSE","clarinet",2,1,15
4,1174.65907166963,"congr.","clarinet",3,1,15
4,1479.97769084654,"LRSE","clarinet",1,1,16
4,1479.97769084654,"MRSE","clarinet",4,1,16
4,1479.97769084654,"HRSE","clarinet",3,1,16
4,1479.97769084654,"congr.","clarinet",1,1,16
4,1864.65504607236,"LRSE","clarinet",1,0,17
4,1864.65504607236,"MRSE","clarinet",2,0,17
4,1864.65504607236,"HRSE","clarinet",2,0,17
4,1864.65504607236,"congr.","clarinet",NA,0,17
4,2349.31814333926,"LRSE","clarinet",1,0,18
4,2349.31814333926,"MRSE","clarinet",3,0,18
4,2349.31814333926,"HRSE","clarinet",1,0,18
4,2349.31814333926,"congr.","clarinet",NA,0,18
4,2959.95538169308,"LRSE","clarinet",1,0,19
4,2959.95538169308,"MRSE","clarinet",1,0,19
4,2959.95538169308,"HRSE","clarinet",1,0,19
4,2959.95538169308,"congr.","clarinet",NA,0,19
5,46.2493028389544,"LRSE","clarinet",1,0,1
5,46.2493028389544,"MRSE","clarinet",2.25,0,1
5,46.2493028389544,"HRSE","clarinet",1,0,1
5,46.2493028389544,"congr.","clarinet",NA,0,1
5,58.2704701897613,"LRSE","clarinet",1,0,2
5,58.2704701897613,"MRSE","clarinet",1,0,2
5,58.2704701897613,"HRSE","clarinet",1,0,2
5,58.2704701897613,"congr.","clarinet",NA,0,2
5,73.416191979352,"LRSE","clarinet",2.25,0,3
5,73.416191979352,"MRSE","clarinet",1,0,3
5,73.416191979352,"HRSE","clarinet",1,0,3
5,73.416191979352,"congr.","clarinet",NA,0,3
5,92.4986056779087,"LRSE","clarinet",2.25,0,4
5,92.4986056779087,"MRSE","clarinet",2.25,0,4
5,92.4986056779087,"HRSE","clarinet",1,0,4
5,92.4986056779087,"congr.","clarinet",NA,0,4
5,116.540940379523,"LRSE","clarinet",2.25,0,5
5,116.540940379523,"MRSE","clarinet",2.25,0,5
5,116.540940379523,"HRSE","clarinet",1,0,5
5,116.540940379523,"congr.","clarinet",NA,0,5
5,146.832383958704,"LRSE","clarinet",2.25,1,6
5,146.832383958704,"MRSE","clarinet",2.25,1,6
5,146.832383958704,"HRSE","clarinet",1,1,6
5,146.832383958704,"congr.","clarinet",2.25,1,6
5,184.997211355817,"LRSE","clarinet",1,1,7
5,184.997211355817,"MRSE","clarinet",2.25,1,7
5,184.997211355817,"HRSE","clarinet",2.25,1,7
